slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
mercimekli-karnabahar,Mercimekli Karnabahar,Yeşil mercimek ve karnabaharın salçalı sosla piştiği doyurucu yemek.,YEMEK,tr,EASY,15,35,50,5,210,Yeşil mercimek 1 su bardağı | Karnabahar 1 küçük boy | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 3 su bardağı,6,"1. Mercimeği 15 dakika haşlayıp süzün. || 2. Soğan ve salçayı zeytinyağında 4 dakika kavurun. || 3. Mercimek, karnabahar ve suyu ekleyip 25 dakika pişirin.",3,,"vegan,butce-dostu,vejetaryen",Karnabaharı iri çiçeklere ayırın; mercimekle pişerken dağılmaz.,Limon ve maydanozla servis edin.
mersin-kerebic,Mersin Kerebiç,"Mersin kerebiçi, irmikli kurabiye hamurunun cevizli içle dolup çöven köpüğüyle servis edilen tatlıdır.",TATLI,tr,HARD,80,25,105,12,390,İrmik 400 gr — Hamur için | Un 250 gr — Hamur için | Ceviz 250 gr | Çöven köpüğü 300 gr,4,1. İrmik ve unla yağlı hamur hazırlayın. || 2. Hamuru cevizli içle doldurup kalıba basın. || 3. 180°C fırında 25 dakika pişirin.,3,"GLUTEN,KUSUYEMIS","misafir-sofrasi,vejetaryen,vegan",Hamuru kalıptan çıkarırken hafif unlayın; fazla un desenleri matlaştırır.,Çöven köpüğü ve tarçınla oda sıcaklığında servis edin.
mevsim-salatasi,Mevsim Salatası,"Marul, havuç, domates ve salatalıkla hazırlanan temel sofralık salata.",SALATA,tr,EASY,12,0,12,4,90,Marul 1 adet | Domates 2 adet | Salatalık 2 adet | Havuç 1 adet | Zeytinyağı 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Tuz 0.5 çay kaşığı,7,"1. Marulu doğrayın, domates ve salatalığı dilimleyin. || 2. Havucu rendeleyip sebzelerle karıştırın. || 3. Zeytinyağı, limon suyu ve tuzu çırpıp salatanın üzerine gezdirin.",3,,"vegan,30-dakika-alti,dusuk-kalorili,vejetaryen",Sosu servis anında ekleyin; yeşillikler diri kalır.,"Et, tavuk ve baklagil yemeklerinin yanında servis edin."
mi-quang,Mi Quang,"Orta Vietnam'ın mi quang eriştesi zerdeçallı et suyu, tavuk ve yer fıstığıyla az sulu servis edilir.",YEMEK,tr,MEDIUM,30,35,65,4,450,Pirinç eriştesi 350 gr | Tavuk but 500 gr | Zerdeçal 1 çay kaşığı | Yer fıstığı 80 gr,4,"1. Tavuğu zerdeçallı suda 30 dakika pişirin. || 2. Pirinç eriştesini haşlayıp süzün. || 3. Erişteyi az tavuk suyu, et ve yer fıstığıyla servis edin.",3,YER_FISTIGI,misafir-sofrasi,,
minestrone,Minestrone,"Kuzey İtalya'nın sebze, fasulye ve küçük makarnayla hazırlanan doyurucu ev çorbası.",CORBA,it,EASY,20,35,55,6,170,Kabak 1 adet | Havuç 1 adet | Kereviz sapı 1 adet | Haşlanmış fasulye 1 su bardağı | Küçük makarna 0.5 su bardağı | Parmesan peyniri 3 yemek kaşığı,6,1. Sebzeleri zeytinyağında 8 dakika kavurun. || 2. Fasulye ve suyu ekleyip 20 dakika kaynatın. || 3. Makarnayı ekleyip 10 dakika pişirin.,3,"GLUTEN,SUT,KEREVIZ","tek-tencere,vejetaryen",Makarnayı son 10 dakikada ekleyin; çorbada beklerken şişmesini sınırlarsınız.,Parmesan ve zeytinyağıyla servis edin.
mini-arancini,Mini Arancini,"Peynirli risotto topları kızarınca dışı çıtır, içi uzayan hızlı bir parti atıştırmalığına dönüşür.",ATISTIRMALIK,it,MEDIUM,20,15,35,6,230,Pişmiş risotto pirinci 450 gr | Mozzarella 100 gr | Yumurta 1 adet | Galeta unu 1 su bardağı,4,1. Pirinçten küçük toplar yapıp ortasına peynir yerleştirin. || 2. Yumurta ve galeta ununa bulayın. || 3. Kızgın yağda 4-5 dakika kızartın.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Risotto tamamen soğumadan şekil vermeyin; toplar dağılır.,Yanında sıcak domates sosla servis edin.
mini-kis,Mini Kiş,Kremalı yumurtalı harçla fırında pişen küçük tuzlu tartlar.,APERATIF,tr,MEDIUM,25,25,50,8,330,Tart hamuru 300 gr | Yumurta 3 adet | Krema 200 ml | Kaşar peyniri 1 su bardağı | Ispanak 1 su bardağı | Mantar 150 gr,6,"1. Tart hamurunu kalıplara yerleştirip 8 dakika ön pişirin. || 2. Yumurta, krema, peynir, ıspanak ve mantarı karıştırın. || 3. Harcı kalıplara paylaştırıp 180°C fırında 18-20 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA","vejetaryen,misafir-sofrasi",Hamur tabanlarını 8 dakika ön pişirin; harç eklendiğinde taban hamur kalmaz.,Brunch sofralarında ılık servis edin.
mint-julep,Mint Julep,"Burbon, nane ve şeker şurubuyla hazırlanan buzlu Amerikan kokteyli.",KOKTEYL,us,EASY,5,0,5,1,180,Burbon viski 60 ml | Şeker şurubu 15 ml | Nane 8 yaprak | Kırık buz 1 su bardağı,4,1. Nane ve şeker şurubunu bardakta hafifçe ezin. || 2. Kırık buz ve burbonu ekleyin. || 3. Kokteyli 10 saniye karıştırın.,3,,"alkollu,yaz-tarifi,vejetaryen,vegan",Naneyi hafifçe ezin; yaprakları parçalarsanız acı tat çıkar.,Metal bardakta kırık buzla servis edin.
mirra,Mırra,"Mırra, uzun demleme ve yoğun kavrulmuş tatla servis edilen, Güneydoğu'nun küçük fincanlı sert kahvesidir.",ICECEK,tr,MEDIUM,5,25,30,4,16,Türk kahvesi 4 yemek kaşığı | Su 1 lt | Kakule 2 adet,3,"1. Su, kahve ve kakuleyi cezveye alın. || 2. Karışımı kısık ateşte 20 dakika demlendirin. || 3. Mırrayı süzüp küçük fincanlarda servis edin.",3,,"alkolsuz,kis-tarifi,vejetaryen,vegan","Kahveyi iki aşamada süzmek, mırra fincanda tortu bırakmadan yoğun kalmasını sağlar.",Küçük fincanlarda sıcak servis edin.
misir-corbasi,Mısır Çorbası,"Tane mısır, süt ve tereyağıyla hazırlanan tatlı aromalı kremamsı çorba.",CORBA,tr,EASY,10,20,30,4,210,Tane mısır 2 su bardağı | Süt 1 su bardağı | Un 1 yemek kaşığı | Tereyağı 1 yemek kaşığı | Su 3 su bardağı | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı,7,"1. Tereyağında unu 2 dakika kavurun. || 2. Su, süt ve mısırı ekleyip 15 dakika pişirin. || 3. Çorbanın yarısını blenderdan geçirip taneli kısmıyla karıştırın.",3,"SUT,GLUTEN","vejetaryen,30-dakika-alti",Mısırın yarısını blenderdan geçirip yarısını tane bırakın; çorba hem kıvamlı hem dokulu olur.,Üzerine dereotu serpin.
misir-unlu-balik-koftesi,Mısır Unlu Balık Köftesi,"Balık eti ve mısır unuyla yapılan bu küçük köfteler Karadeniz esintili, çıtır ve hafif bir aperatif olur.",APERATIF,tr,MEDIUM,20,15,35,4,240,Haşlanmış beyaz etli balık 400 gr | Mısır unu 5 yemek kaşığı | Yumurta 1 adet | Maydanoz 0.5 demet,4,1. Balığı didikleyip diğer malzemelerle karıştırın. || 2. Küçük köfteler yapıp tavaya dizin. || 3. Orta ateşte iki yüzünü toplam 10 dakika pişirin.,3,"DENIZ_URUNLERI,YUMURTA","yuksek-protein,misafir-sofrasi",Balık harcını kısa süre dolapta dinlendirirseniz köfteler tavada daha iyi form tutar.,Yanına limon ve roka ile sıcak servis edin.
miso-corbasi,Miso Çorbası,"Miso ezmesi, tofu ve yosunla hazırlanan hafif Japon çorbası.",CORBA,jp,EASY,10,10,20,4,70,Miso ezmesi 3 yemek kaşığı | Tofu 200 gr | Wakame yosunu 2 yemek kaşığı | Sebze suyu 4 su bardağı | Taze soğan 2 dal,5,1. Sebze suyunu ısıtıp tofu ve wakameyi ekleyin. || 2. Miso ezmesini küçük kapta sıcak suyla açın. || 3. Miso karışımını tencereye ekleyip 2 dakika ısıtın.,3,SOYA,"vegan,30-dakika-alti,vejetaryen",Miso ezmesini kaynar suya doğrudan eklemeyin; küçük kapta suyla açıp tencereye alın.,Taze soğanla sıcak servis edin.
misto-quente,Misto Quente,"Brezilya tost sandviçi misto quente, eriyen peynir ve ince jambonla hızlı kahvaltıların favorilerindendir.",KAHVALTI,br,EASY,5,8,13,2,272,Sandviç ekmeği 4 dilim | Kaşar peyniri 80 gr | Jambon 4 dilim | Tereyağı 1 yemek kaşığı,4,1. Ekmeğin arasına jambon ve peyniri yerleştirin. || 2. Dış yüzeylere ince tereyağı sürün. || 3. Tost makinesinde 6-8 dakika pişirin.,3,"GLUTEN,SUT","pratik,30-dakika-alti,cocuk-dostu","Ekmeğin dışına az tereyağı sürmek, tost makinesinde daha dengeli kızarma sağlar.",Yanına taze portakal suyu ekleyerek servis edin.
misugaru-shake,Misugaru Shake,"Kore tahıl tozu misugaru, süt ve buzla birleşince hem hafif tatlı hem de tok tutan bir shake verir.",ICECEK,kr,EASY,5,0,5,2,220,Misugaru 4 yemek kaşığı | Süt 400 ml | Bal 1 yemek kaşığı | Buz 1 su bardağı,4,"1. Misugaruyu birkaç kaşık sütle karıştırarak açın. || 2. Kalan süt, bal ve buzla birlikte blendera alın. || 3. 30 saniye çekip hemen servis edin.",3,"GLUTEN,SUT,SOYA","pratik,yaz-tarifi,vejetaryen",Misugaruyu önce az sütle açarsanız blenderda topak kalmaz.,Soğuk bardakta üstüne 1 çay kaşığı tahıl tozu serperek servis edin.
mocha,Mocha,"Espressoya çikolata ve süt eklenen mocha, kahvenin sertliğini tatlı bir gövdeyle yumuşatır.",ICECEK,us,EASY,5,5,10,1,190,Espresso 60 ml | Süt 180 ml | Bitter çikolata 20 gr | Kakao 1 çay kaşığı,4,1. Çikolatayı sıcak espresso içinde eritin. || 2. Sütü ısıtıp köpürtün. || 3. Sütü kahveye ekleyip kakao serpin.,3,SUT,"30-dakika-alti,vejetaryen",Çikolatayı önce sıcak espressoyla açın; dipte tortu kalmaz.,Üzerine az kakao eleyerek servis edin.
mocha-protein-shake,Mocha Protein Shake,"Soğuk kahve ve kakaolu protein karışımı, spor sonrası için tatlı bir kahve bardağına dönüşür.",ICECEK,us,EASY,5,0,5,1,280,Soğuk filtre kahve 120 ml | Süt 180 ml | Kakao 1 yemek kaşığı | Vanilyalı protein tozu 30 gr,4,1. Tüm malzemeleri blendera alın. || 2. Pürüzsüz kıvam için 30 saniye çekin. || 3. Bekletmeden servis edin.,3,SUT,"yuksek-protein,30-dakika-alti,vejetaryen",Kahveyi önceden soğutun; sıcak kahve buzla incelip tadı sulandırır.,Uzun bardakta birkaç kahve çekirdeğiyle servis edin.
mojito,Mojito,"Nane ve lime ile hazırlanan, ferahlatıcı Küba kokteyli.",KOKTEYL,cu,EASY,5,0,5,1,150,Beyaz rom 50 ml | Lime 1 adet | Nane yaprakları 8-10 adet | Şeker 2 tatlı kaşığı | Soda tamamlayacak kadar | Buz bol,6,"1. Bardağa nane yapraklarını, lime dilimlerini ve şekeri koyun. Muddler ile ezin. || 2. Buz ekleyin, romu dökün. || 3. Soda ile tamamlayın, nazikçe karıştırın.",3,,"yaz-tarifi,alkollu,vejetaryen,vegan",,
mole-poblano,Mole Poblano,"Puebla'nın çikolata, kuru biber ve baharatla derinleşen koyu soslu tavuk yemeği.",YEMEK,mx,HARD,45,60,105,6,460,Tavuk but 6 adet | Kuru acı biber 4 adet | Bitter çikolata 40 gr | Yer fıstığı 0.25 su bardağı | Susam 2 yemek kaşığı | Badem 0.25 su bardağı,6,"1. Tavuğu 30 dakika haşlayın. || 2. Biber, fıstık, susam ve bademi 5 dakika kavurun. || 3. Karışımı çikolata ve tavuk suyuyla blenderdan geçirin. || 4. Tavuğu sosta 25 dakika pişirin.",4,"YER_FISTIGI,SUSAM,KUSUYEMIS",misafir-sofrasi,Sosu pürüzsüz çekip süzün; mole kadifemsi dokusunu böyle alır.,Pilav ve mısır tortilla ile servis edin.
moong-dal-chilla,Moong Dal Chilla,"Sarı maş fasulyesiyle yapılan chilla, tavada hızlı pişen proteinli bir Hint kahvaltı gözlemesidir.",KAHVALTI,in,EASY,15,15,30,4,196,Sarı maş fasulyesi 1.5 su bardağı | Soğan 1 adet | Zencefil 1 tatlı kaşığı | Kimyon 1 çay kaşığı,4,1. Islatılmış maş fasulyesini soğan ve zencefille blenderda çekin. || 2. Hamurdan kepçe ile tavaya ince daireler dökün. || 3. Her yüzünü 3-4 dakika pişirip servis edin.,3,,"vejetaryen,vegan",Hamuru çok kalın dökmeyin; ince chilla kenarlarda daha çabuk çıtırlaşır.,Naneli yoğurt dip ile sıcak servis edin.
moqueca,Moqueca,"Bahia kıyılarında balık, Hindistan cevizi sütü ve biberler aynı tencerede yumuşak bir yahniye döner.",YEMEK,br,MEDIUM,25,25,50,4,390,Beyaz etli balık 700 gr | Hindistan cevizi sütü 400 ml | Domates 3 adet | Kırmızı biber 2 adet | Limon suyu 2 yemek kaşığı | Tuz 1 çay kaşığı,6,1. Balığı limon ve tuzla 15 dakika marine edin. || 2. Domates ve biberleri tencerede 10 dakika pişirin. || 3. Hindistan cevizi sütü ve balığı ekleyip 15 dakika pişirin.,3,DENIZ_URUNLERI,misafir-sofrasi,Balığı tencereye en son ekleyin; uzun pişerse parçalanır.,Beyaz pirinç ve kişnişle servis edin.
moqueca-de-peixe,Moqueca de Peixe,"Moqueca de peixe, beyaz etli balığı hindistan cevizi sütü ve biberle ağır ağır pişiren Bahia işi bir Brezilya tenceresidir.",YEMEK,br,MEDIUM,20,25,45,4,312,Beyaz etli balık fileto 700 gr | Soğan 1 adet | Kapya biber 1 adet | Domates 2 adet | Hindistan cevizi sütü 300 ml | Kişniş 0.25 demet | Lime suyu 1 yemek kaşığı | Palmiye yağı 2 yemek kaşığı | Tuz 1 çay kaşığı,9,"1. Balığı lime suyu ve tuzla 10 dakika dinlendirin. || 2. Soğan, biber, domates ve palmiye yağını tencerede 8 dakika pişirin. || 3. Balık, hindistan cevizi sütü ve kişnişi ekleyip 12 dakika daha pişirin.",3,DENIZ_URUNLERI,misafir-sofrasi,Balığı fazla karıştırmamak iri parçaların tencerede dağılmasını önler.,Tencereyi masaya alıp sıcak servis edin.
moros-y-cristianos,Moros y Cristianos,"Moros y cristianos, siyah fasulye ve pirinci aynı tencerede pişiren klasik Küba pilavıdır.",YEMEK,cu,MEDIUM,20,45,65,6,310,Siyah fasulye 1.5 su bardağı | Pirinç 2 su bardağı | Soğan 1 adet | Kimyon 1 çay kaşığı,4,"1. Fasulyeyi 35 dakika haşlayın. || 2. Pirinç, soğan ve kimyonu ekleyin. || 3. Pilavı 20 dakika pişirin.",3,,"vegan,tek-tencere,vejetaryen",Fasulyenin haşlama suyunu saklayın; pilava koyu renk ve aroma verir.,Izgara et veya kızarmış muzla servis edin.
moscow-mule,Moscow Mule,"Votka, zencefilli gazoz ve misket limonuyla hazırlanan ferah kokteyl.",KOKTEYL,tr,EASY,5,0,5,1,175,Votka 50 ml | Zencefilli gazoz 120 ml | Misket limonu suyu 20 ml | Buz 1 su bardağı | Nane 1 dal,5,1. Kupayı buzla doldurun. || 2. Votka ve misket limonu suyunu bardağa dökün. || 3. Zencefilli gazozu ekleyip 5 saniye karıştırın.,3,,"alkollu,yaz-tarifi,vejetaryen,vegan",Zencefilli gazozu en son ekleyin; gazı bardakta canlı kalır.,Bakır kupada misket limonu dilimiyle servis edin.
moussaka,Moussaka,"Yunan sofralarının kat kat patlıcan, kıymalı sos ve beşamel ile fırınlanan güçlü klasiği.",YEMEK,gr,HARD,40,60,100,6,480,Patlıcan 4 adet | Dana kıyma 500 gr | Domates püresi 1.5 su bardağı | Un 3 yemek kaşığı | Süt 2 su bardağı | Yumurta 1 adet,6,1. Patlıcan dilimlerini 200°C fırında 20 dakika pişirin. || 2. Kıyma ve domates püresini 20 dakika pişirin. || 3. Un ve sütle beşamel hazırlayıp yumurtayla bağlayın. || 4. Katları dizip 180°C fırında 35 dakika pişirin.,4,"GLUTEN,SUT,YUMURTA","firinda,misafir-sofrasi",Fırından çıkan moussakayı 15 dakika bekletin; katlar dağılmadan kesilir.,Yanına sade yeşil salata ekleyin.
moutabal,Moutabal,"Moutabal, köz patlıcan, tahin ve yoğurtla babagannuşa göre daha kremamsı bir Levant mezesidir.",SOS,me,EASY,15,25,40,6,150,Patlıcan 4 adet | Tahin 3 yemek kaşığı | Yoğurt 150 gr | Limon suyu 2 yemek kaşığı,4,"1. Patlıcanları 25 dakika közleyin. || 2. İçlerini çıkarıp süzün. || 3. Tahin, yoğurt ve limonla karıştırın.",3,"SUT,SUSAM",vejetaryen,Patlıcanı közledikten sonra süzgeçte 10 dakika bekletin; fazla su mezeyi gevşetir.,"Zeytinyağı, nar taneleri ve sıcak pideyle servis edin."
mozaik-pasta,Mozaik Pasta,Kakaolu sos ve petibör bisküviyle hazırlanan pişmeyen nostaljik pasta.,TATLI,tr,EASY,20,5,25,8,330,Petibör bisküvi 300 gr | Süt 1 su bardağı | Tereyağı 100 gr | Şeker 0.75 su bardağı | Kakao 3 yemek kaşığı | Ceviz içi 0.5 su bardağı (opsiyonel),6,"1. Tereyağını eritin, süt, şeker ve kakaoyla 5 dakika pişirin. || 2. Bisküvileri iri parçalar halinde kırın. || 3. Kakaolu sosu bisküvi ve cevizle karıştırın. || 4. Karışımı streç filme sarıp rulo şekli verin. || 5. Dondurucuda 3 saat dinlendirin.",5,"GLUTEN,SUT,KUSUYEMIS","vejetaryen,cocuk-dostu,pratik",Bisküvileri un haline getirmeyin; iri parçalar mozaik görüntüsünü oluşturur.,Dilimleyip soğuk servis edin.
msemen,Msemen,Fas msemen ekmeği yağlanıp katlanan ince hamurun tavada kat kat pişmiş halidir.,KAHVALTI,ma,MEDIUM,45,20,65,6,280,Un 400 gr | İrmik 100 gr | Zeytinyağı 80 ml | Su 260 ml,4,"1. Un, irmik ve suyla elastik hamur yoğurun. || 2. Hamuru yağlayıp katlayarak kareler hazırlayın. || 3. Tavada iki yüzünü 10 dakika pişirin.",3,GLUTEN,"vegan,vejetaryen",,Bal ve tereyağı ile sıcak servis edin.
mugla-sundirme,Muğla Sündürme,"Muğla sündürmesi, taze peynirin tereyağında uzayan yumuşak dokusuyla sıcak kahvaltılık olur.",KAHVALTI,tr,EASY,10,10,20,4,280,Taze peynir 400 gr | Tereyağı 50 gr | Pul biber 0.5 çay kaşığı | Ekmek 4 dilim,4,1. Tereyağını tavada eritin. || 2. Peyniri düşük ateşte 8 dakika eritin. || 3. Pul biberle sıcak servis edin.,3,"SUT,GLUTEN","vejetaryen,30-dakika-alti",Peyniri düşük ateşte eritin; yüksek ateş peynirin yağını ayırır.,Taze ekmek ve domatesle sıcak tavada servis edin.
muhallebi,Muhallebi,"Süt, şeker ve nişastayla hazırlanan sade klasik sütlü tatlı.",TATLI,th,EASY,5,15,20,6,190,Süt 1 litre | Şeker 1 su bardağı | Nişasta 3 yemek kaşığı | Un 2 yemek kaşığı | Vanilin 1 paket,5,"1. Süt, şeker, nişasta ve unu tencereye alın. || 2. Karışımı sürekli çırparak 12-15 dakika pişirin. || 3. Vanilini ekleyip kaselere paylaştırın.",3,"GLUTEN,SUT","vejetaryen,butce-dostu",Nişastayı soğuk sütün içinde açın; topak oluşmaz.,Tarçın veya meyveyle soğuk servis edin.
muhammara,Muhammara,"Köz biber, ceviz ve baharatla hazırlanan yoğun kıvamlı Antep mezesi.",APERATIF,me,EASY,15,0,15,6,220,Köz kırmızı biber 4 adet | Ceviz 1 su bardağı | Ekmek içi 0.5 su bardağı | Biber salçası 1 yemek kaşığı | Zeytinyağı 4 yemek kaşığı | Nar ekşisi 2 yemek kaşığı | Kimyon 1 çay kaşığı,7,"1. Köz biberlerin kabuklarını soyup çekirdeklerini çıkarın. || 2. Biber, ceviz, ekmek içi, salça, zeytinyağı, nar ekşisi ve kimyonu robottan geçirin. || 3. Karışımı servis tabağına alın ve 15 dakika dinlendirin.",3,"GLUTEN,KUSUYEMIS","vegan,pratik,vejetaryen",Cevizi tamamen un haline getirmeyin; iri kırıntılar mezeye dokulu kıvam verir.,Kızarmış ekmek ve zeytinle servis edin.
mujaddara,Mujaddara,"Levant evlerinde mercimek, pirinç ve karamelize soğanla hazırlanan ekonomik ve doyurucu tabak.",YEMEK,tr,EASY,15,40,55,4,310,Yeşil mercimek 1 su bardağı | Pirinç 1 su bardağı | Soğan 3 adet | Zeytinyağı 5 yemek kaşığı | Kimyon 1 çay kaşığı,5,1. Mercimeği 20 dakika haşlayın. || 2. Soğanları zeytinyağında 20 dakika kızartın. || 3. Pirinç ve mercimeği tencereye alıp 18 dakika pişirin. || 4. Kızarmış soğanla servis edin.,4,,"vegan,butce-dostu,tek-tencere,vejetaryen",Soğanı orta ateşte yavaş kızartın; yanmadan tatlılaşır.,Salatalık turşusu ve yoğurtla servis edin.
mumbar-dolmasi,Mumbar Dolması,"Güneydoğu mumbar dolması, baharatlı pirinçli içle doldurulup ağır ateşte pişen geleneksel bir sakatat yemeğidir.",YEMEK,tr,HARD,70,90,160,6,430,Mumbar 1 kg | Pirinç 2 su bardağı | Kıyma 250 gr | Domates salçası 1 yemek kaşığı | Tuz 1 yemek kaşığı,5,"1. Mumbarı temizleyip tuzlu suda bekletin. || 2. Pirinç, kıyma ve salçayla iç hazırlayın. || 3. Mumbarı doldurup 90 dakika pişirin.",3,,misafir-sofrasi,,
mumbar-dolmasi-guneydogu-usulu,Mumbar Dolması,"Güneydoğu usulü mumbar dolması, temizlenmiş bağırsağın baharatlı pirinçli harçla doldurulup ağır ağır piştiği güçlü bir sakatat yemeğidir.",YEMEK,tr,HARD,60,90,150,6,352,Temizlenmiş mumbar 1 kg | Pirinç 1.5 su bardağı | Dana kıyma 250 gr | Soğan 1 adet | Tuz 1.5 çay kaşığı | Limon 1 adet,6,"1. Pirinç, kıyma, soğan ve tuzu karıştırarak iç harcı hazırlayın. || 2. Mumbarları harçla doldurup bağlayın. || 3. Dolmaları 75 dakika kısık ateşte pişirip limonla servis edin.",3,,misafir-sofrasi,Bağırsağı çok sıkı doldurmayın; pirinç şiştikçe patlama riski artar.,Yanına limon dilimleri koyarak sıcak servis edin.
murtuga,Murtuğa,"Murtuğa, tereyağında kavrulan unun yumurtayla toparlandığı, Van ve Erzurum kahvaltılarında görülen sade bir tavadır.",KAHVALTI,tr,EASY,5,10,15,2,248,Tereyağı 50 gr | Un 3 yemek kaşığı | Yumurta 3 adet | Tuz 0.5 çay kaşığı,4,1. Tereyağını tavada eritip unu tuzla birlikte 3 dakika kavurun. || 2. Yumurtaları tavaya kırıp karışımı nazikçe toparlayın. || 3. Murtuğayı 2 dakika daha pişirip bekletmeden servis edin.,3,"GLUTEN,YUMURTA,SUT","30-dakika-alti,vejetaryen",Unu yakmadan açık fındık rengine getirmek tereyağının tadını daha net taşır.,Tereyağının köpüğü üstte kalacak şekilde sıcak servis edin.
musakhan,Musakhan,"Filistin fırınlarından sumaklı soğan, tavuk ve ekmeğin üst üste geldiği cömert paylaşım yemeği.",YEMEK,tr,MEDIUM,20,45,65,4,560,Tavuk but 800 gr | Lavaş ekmeği 4 adet | Soğan 5 adet | Sumak 2 yemek kaşığı | Çam fıstığı 50 gr,5,1. Tavuk butları 200°C fırında 35 dakika pişirin. || 2. Soğanı zeytinyağı ve sumakla 15 dakika pişirin. || 3. Lavaşın üzerine soğan ve tavuğu yerleştirip 10 dakika fırınlayın.,3,"GLUTEN,KUSUYEMIS",misafir-sofrasi,Soğanı sumakla 15 dakika pişirin; tatlılığı çıkınca ekmeği ıslatmadan taşır.,Üzerine çam fıstığı ve maydanoz serpin.
mushroom-stroganoff,Mushroom Stroganoff,"Mantarın krema ve hardalla kurduğu Stroganoff, etsiz olsa da masada eksik hissettirmeyen bir Rus yorumudur.",YEMEK,ru,EASY,15,20,35,4,290,Mantar 500 gr | Soğan 1 adet | Krema 200 ml | Hardal 1 yemek kaşığı,4,1. Mantar ve soğanı yüksek ateşte soteleyin. || 2. Hardal ve kremayı ekleyin. || 3. Sos bağlanınca ocaktan alıp servis edin.,3,"SUT,HARDAL",vejetaryen,Mantarı parti parti soteleyin; tava dolarsa su salar ve renk almaz.,Yanında erişte veya patates püresiyle servis edin.
muzlu-milkshake,Muzlu Milkshake,"Muz, süt ve dondurma ile hazırlanan kremamsı milkshake.",ICECEK,tr,EASY,5,0,5,2,250,Muz 2 adet | Süt 200 ml | Vanilyalı dondurma 2 top | Bal 1 tatlı kaşığı,4,1. Muzları parçalayın. || 2. Tüm malzemeleri blender'da 30 saniye çekin.,2,SUT,"vejetaryen,30-dakika-alti,cocuk-dostu,pratik",Donmuş muz kullanırsanız daha kremamsı olur.,
muzlu-tahinli-shake,Muzlu Tahinli Shake,Muz ve tahin bir araya geldiğinde tek bardakta hem tatlı hem de tok tutan bir ara öğün olur.,ICECEK,tr,EASY,5,0,5,2,250,Muz 2 adet | Tahin 2 yemek kaşığı | Süt 300 ml | Bal 1 tatlı kaşığı (opsiyonel),4,1. Muzları dilimleyip blendera alın. || 2. Tahin ve sütü ekleyip çekin. || 3. Tatlandırmak isterseniz bal ekleyip tekrar karıştırın.,3,"SUT,SUSAM","alkolsuz,30-dakika-alti,vejetaryen",Dondurulmuş muz kullanırsanız shakeye ekstra buz eklemeye gerek kalmaz.,Üzerine az tarçın serperek soğuk servis edin.
muzlu-tahinli-smoothie,Muzlu Tahinli Smoothie,"Muzlu tahinli smoothie, pekmezsiz ama susam aroması belirgin, tok tutan kıvamlı bir ara öğün içeceğidir.",ICECEK,tr,EASY,7,0,7,2,246,Muz 2 adet | Tahin 2 yemek kaşığı | Süt 300 ml | Tarçın 0.5 çay kaşığı,4,1. Muzu dilimleyin. || 2. Tahin ve sütü blender kabına alın. || 3. Muz ve tarçını ekleyip karışımı 40 saniye çekin.,3,"SUT,SUSAM","alkolsuz,vejetaryen","Tahini sütle önce kısa karıştırmak, blenderda daha pürüzsüz sonuç verir.",Üzerine muz dilimleri koyarak soğuk servis edin.
naan,Naan,"Kuzey Hindistan'ın tandır ekmeği, yoğurtlu hamuruyla yumuşak ve hafif kabarcıklı pişer.",YEMEK,in,MEDIUM,45,15,60,6,260,Un 3 su bardağı | Yoğurt 0.75 su bardağı | Kuru maya 1 tatlı kaşığı | Süt 0.5 su bardağı | Tereyağı 40 gr,5,"1. Un, yoğurt, maya ve sütle hamur yoğurun. || 2. Hamuru 40 dakika mayalandırın. || 3. Bezeleri açıp sıcak tavada her yüzünü 2 dakika pişirin. || 4. Tereyağı sürüp servis edin.",4,"GLUTEN,SUT",vejetaryen,Hamuru sıcak tavaya koymadan önce fazla ununu silkeleyin; yüzey yanık un tadı almaz.,Köri yemeklerinin yanında sıcak servis edin.
nam-khao-tod,Nam Khao Tod,"Kızarmış pirinç topları, otlar ve ekşi-sıcak dokunuşlarla Tayland'da salata gibi paylaşılan canlı bir tabak olur.",ATISTIRMALIK,th,MEDIUM,20,20,40,4,342,Pişmiş yasemin pirinci 3 su bardağı | Kırmızı köri ezmesi 1 yemek kaşığı | Yer fıstığı 0.5 su bardağı | Taze nane 0.5 demet | Lime suyu 2 yemek kaşığı,5,"1. Pirinç ve köri ezmesini karıştırıp küçük toplar yapın. || 2. Topları tavada ya da airfryer'da 12 dakika kızartın. || 3. Topları kırıp yer fıstığı, nane ve lime suyuyla harmanlayın.",3,YER_FISTIGI,"misafir-sofrasi,vejetaryen,vegan",Pirinç toplarını sıkı bastırın; kızarırken dağılmaması için harç nemli ama toparlanan kıvamda olmalı.,Marul yapraklarına doldurarak lime dilimleriyle servis edin.
