slug,title,description,type,cuisine,ingredients_summary,allergens,tags,tipNote,servingSuggestion
tahin-pekmezli-pankek,Tahin Pekmezli Pankek,"Pankek üstüne dökülen tahin ve pekmez, tanıdık kahvaltı tatlarını daha yumuşak bir tabakta toplar.",KAHVALTI,tr,Un; Yumurta; Tahin; Pekmez,"GLUTEN,YUMURTA,SUSAM","cocuk-dostu,30-dakika-alti,vejetaryen",Pankek hamurunu karıştırdıktan sonra 5 dakika bekletin; kabartma daha eşit çalışır.,Üzerine ceviz serperek servis edin.
tahin-pekmezli-yulaf,Tahin Pekmezli Yulaf,"Yulaf, süt, tahin ve pekmezle hazırlanan sıcak kahvaltı kasesi.",KAHVALTI,tr,Yulaf ezmesi; Süt; Tahin; Pekmez; Muz; Tarçın,"GLUTEN,SUT,SUSAM","vejetaryen,pratik",Tahin ve pekmezi pişirme sonunda ekleyin; aromaları daha belirgin kalır.,Üzerine muz dilimleri ekleyin.
tahin-sos,Tahin Sos,"Tahin, limon ve sarımsakla hazırlanan kremamsı vegan sos.",SOS,tr,Tahin; Limon suyu; Sarımsak; Su; Tuz,SUSAM,"vegan,pratik,vejetaryen",Suyu azar azar ekleyin; tahin önce koyulaşır sonra açılır.,"Falafel, salata veya fırın sebzelerle servis edin."
tahinli-pide,Tahinli Pide,İç Anadolu tahinli pidesi ince hamurun üzerinde tahin ve şekerle fırında kokulu bir tatlı olur.,TATLI,tr,Un; Maya; Tahin; Şeker,"GLUTEN,SUSAM","vejetaryen,vegan",,
taktouka,Taktouka,"Taktouka, közlenmiş biber ve domatesin sarımsakla pişirilip ılık servis edildiği Fas işi bir salatadır.",SALATA,ma,Kapya biber; Domates; Sarımsak; Zeytinyağı; Kimyon; Tuz,,"vegan,yaz-tarifi,vejetaryen",Biberlerin kabuğunu tamamen ayırmak salatanın dokusunu daha temiz bırakır.,Zeytinyağı parlakken ılık servis edin.
talas-boregi,Talaş Böreği,Tavuklu sebze harcının milföy hamuruyla fırında piştiği çıtır börek.,YEMEK,tr,Milföy hamuru; Tavuk göğsü; Bezelye; Havuç; Mantar; Yumurta sarısı,"GLUTEN,YUMURTA","firinda,misafir-sofrasi",Harcı tamamen soğutun; sıcak harç milföy katlarını eritir.,Ayran ve mevsim salatasıyla servis edin.
tamal-en-cazuela,Tamal en Cazuela,"Küba tencere tamali mısır, et ve domatesli harcı tek kapta kremamsı bir yemeğe çevirir.",YEMEK,tr,Taze mısır; Dana kıyma; Domates; Yeşil biber,,tek-tencere,,
tamale,Tamale,"Meksika'nın mısır hamurlu buharda pişen paketi, tavuk dolgusu ve mısır yaprağıyla hazırlanır.",YEMEK,mx,Masa harina; Tavuk suyu; Haşlanmış tavuk; Mısır yaprağı; Sıvı yağ,,misafir-sofrasi,Mısır yapraklarını sıcak suda 30 dakika bekletin; sararken kırılmaz.,Salsa veya ekşi kremayla servis edin.
tangyuan,Tangyuan,"Yapışkan pirinç unundan yapılan tangyuan, susam dolgulu yuvarlaklarıyla yeni yıl sofralarında şans simgesi sayılır.",TATLI,cn,Yapışkan pirinç unu; Su; Siyah susam ezmesi; Esmer şeker,SUSAM,"vejetaryen,kis-tarifi,vegan",Hamuru avuçta çatlamayacak kadar yumuşak tutun; çok kuru olursa haşlanırken açılır.,Hafif zencefilli şurup içinde sıcak servis edin.
tantanmen,Tantanmen,"Tantanmen, susamlı acı çorba, kıymalı üst ve ramen noodle ile Japon usulü doyurucu bir kasedir.",YEMEK,jp,Ramen noodle; Dana kıyma; Tahin; Soya sosu,"GLUTEN,SOYA,SUSAM",misafir-sofrasi,Tahinli suyu kaynatmadan ısıtın; fazla kaynama susam aromasını acılaştırır.,"Taze soğan, chili yağı ve haşlanmış yumurta ile servis edin."
tantuni,Tantuni,"Mersin'in sacda çevrilen et dürümü, ince lavaş, sumaklı soğan ve domatesle hızlı servis edilir.",YEMEK,tr,Dana eti; Lavaş; Domates; Soğan; Sumak,GLUTEN,yuksek-protein,Eti küçük doğrayıp önce haşlayın; sacda kısa sürede yumuşak kalır.,Limon ve acı biber turşusuyla servis edin.
tapioca-crepe,Tapioca Crepe,"Brezilya tapioca crepe, nemlendirilmiş tapyoka nişastasının tavada esnek bir krep gibi pişmesidir.",KAHVALTI,br,Tapyoka nişastası; Su; Beyaz peynir; Domates,SUT,"vejetaryen,30-dakika-alti",Tapyokayı tavaya ince eleyin; kalın tabaka lastik gibi olur.,Beyaz peynir ve domatesle sıcak servis edin.
tarcinli-sicak-elma,Tarçınlı Sıcak Elma,"Tarçınlı sıcak elma, meyve suyu ve baharatla kış günlerinde içimi kolay, yumuşak kokulu bir fincan sunar.",ICECEK,tr,Elma suyu; Tarçın; Elma,,"alkolsuz,kis-tarifi,vejetaryen,vegan",Tarçını kısa tutmak elma tadını bulanıklaştırmaz.,Fincanlara ince elma dilimleri koyarak sıcak servis edin.
tarhana-corbasi,Tarhana Çorbası,"Kurutulmuş tarhana ile yapılan, kış sofralarının vazgeçilmez çorbası.",CORBA,tr,Tarhana; Su; Tereyağı; Domates salçası; Tuz,SUT,"pratik,30-dakika-alti,butce-dostu,kis-tarifi,vejetaryen",Tarhana topak yapmamak için soğuk suyla açın.,
tarka-dal,Tarka Dal,"Sarı mercimeğin üstüne kızgın yağda sarımsak ve kimyon dökülen tarka dal, sade ama güçlü bir ev yemeğidir.",YEMEK,in,Kırmızı mercimek; Sarımsak; Kimyon; Tereyağı yerine sıvı yağ,SUT,"butce-dostu,vejetaryen",Kızgın yağı mercimeğe son anda dökün; kimyonun kokusu buharla yükselir.,Naan veya sade pirinç yanında servis edin.
tarta-de-santiago,Tarta de Santiago,"Galiçya badem tartı, unsuz badem hamuru ve pudra şekeriyle yoğun ama zarif bir tatlı verir.",TATLI,es,Toz badem; Şeker; Yumurta; Limon kabuğu,"KUSUYEMIS,YUMURTA",vejetaryen,,Pudra şekeri ve bir top vanilyalı dondurma ile servis edin.
tartar-sos,Tartar Sos,"Mayonez, kornişon turşu ve kapariyle hazırlanan soğuk sos.",SOS,tr,Mayonez; Kornişon turşu; Kapari; Dereotu; Limon suyu,YUMURTA,"pratik,vejetaryen",Turşu ve kapariyi ince doğrayın; sos kaşıktan akarken dengeli kalır.,Patates veya sandviç yanında servis edin.
tarte-tatin,Tarte Tatin,"Fransız elmalı ters tartı, karamelize meyvenin üstüne hamur kapatılarak fırında pişer.",TATLI,fr,Elma; Şeker; Tereyağı; Milföy hamuru; Yumurta,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Tartı fırından çıktıktan 5 dakika sonra çevirin; karamel akışkan kalır.,Vanilyalı dondurmayla servis edin.
tas-kebabi,Tas Kebabı,"Kuşbaşı etin soğan, havuç ve patatesle ağır ağır piştiği klasik tencere yemeği.",YEMEK,tr,Dana kuşbaşı; Soğan; Patates; Havuç; Domates salçası; Zeytinyağı; Sıcak su; Tuz,,"misafir-sofrasi,yuksek-protein",Eti yüksek ateşte mühürledikten sonra suyu ekleyin; bu işlem yemeğin suyunu daha berrak ve lezzetli tutar.,Pirinç pilavı ve cacıkla servis edin.
tatli-eksi-tavuk,Tatlı Ekşi Tavuk,Kanton lokantalarının parlak soslu klasiği; çıtır tavuk ananas ve biberle tatlı-ekşi dengede kalır.,YEMEK,tr,Tavuk göğsü; Un; Ananas; Soya sosu; Pirinç sirkesi,"GLUTEN,SOYA",cocuk-dostu,Sosu tavukla son 2 dakikada buluşturun; kaplama çıtırlığını daha iyi korur.,Buharda pirinç pilavıyla servis edin.
tavuk-doner,Tavuk Döner,Baharatlı yoğurt marineli tavuk dilimlerinin tavada kızartılmasıyla yapılan ev usulü döner.,YEMEK,tr,Tavuk but; Yoğurt; Zeytinyağı; Domates salçası; Sarımsak; Kimyon; Tuz,SUT,"yuksek-protein,cocuk-dostu",Marine edilmiş tavuğu rulo yapıp dondurucuda 2 saat bekletin; ince dilimlemek kolaylaşır.,"Lavaş, soğan salatası ve ayranla servis edin."
tavuk-gogsu,Tavuk Göğsü,"Süt, pirinç unu ve ince didilmiş tavukla yapılan Osmanlı sütlü tatlısı.",TATLI,tr,Tavuk göğsü; Süt; Şeker; Pirinç unu; Nişasta; Tereyağı,"GLUTEN,SUT","misafir-sofrasi,cocuk-dostu",Tavuk etini lif lif didikleyin; tatlının içinde belirgin parça kalmaz.,Tarçın serperek soğuk servis edin.
tavuk-kapama,Tavuk Kapama,Tavuk suyu ile pişen pirinç ve fırında kızaran tavuk parçalarıyla doyurucu bir Rumeli yemeği.,YEMEK,tr,Tavuk but; Pirinç; Soğan; Tereyağı; Tavuk suyu; Sıcak su; Tuz; Karabiber,SUT,"firinda,misafir-sofrasi",Pirinci tepsiye almadan önce 20 dakika sıcak suda bekletin; fırında tane tane pişer.,Turşu ve yoğurtla sofraya alın.
tavuk-katsu,Tavuk Katsu,"Japon ev yemeklerinden pane tavuk katsu, panko kaplamasıyla kalın ve çıtır bir dış yüzey alır.",YEMEK,jp,Tavuk göğsü; Un; Yumurta; Panko; Soya sosu,"GLUTEN,YUMURTA,SOYA",yuksek-protein,Tavuğu aynı kalınlığa inceltin; panko yanmadan içi pişer.,Lahana salatası ve hazır tonkatsu sosuyla servis edin.
tavuk-shawarma,Tavuk Shawarma,"Levant sokaklarından baharatlı tavuk, yoğurtlu marine ve lavaşla sarılan doyurucu bir dürüm.",YEMEK,me,Tavuk kalça; Yoğurt; Lavaş; Kimyon; Sarımsak,"GLUTEN,SUT",yuksek-protein,Tavuğu ince şerit kesin; tavada yüksek ateşte kenarlar kızarır.,"Turşu, domates ve sarımsaklı yoğurtla servis edin."
tavuk-sis,Tavuk Şiş,Marine edilmiş tavuk göğsü parçalarının şişe dizilerek ızgarada pişirilmesi.,YEMEK,tr,Tavuk göğsü; Zeytinyağı; Yoğurt; Pul biber; Kekik; Tuz; Karabiber; Limon suyu,"GLUTEN,SUT",yuksek-protein,"Marine süresini en az 2 saat tutun, gece bırakırsanız daha lezzetli olur.",Pilav ve ezme ile servis edin.
tavuk-sote,Tavuk Sote,"Sebzeli tavuk sote, pratik ve doyurucu bir ana yemek.",YEMEK,tr,Tavuk göğsü; Soğan; Biber; Domates; Sıvı yağ; Tuz; Baharatlar,,"yuksek-protein,tek-tencere",,
tavuk-suyu-corbasi,Tavuk Suyu Çorbası,"Tavuk suyu, tel şehriye ve limonlu terbiye ile yapılan klasik çorba.",CORBA,tr,Tavuk but; Tavuk suyu; Tel şehriye; Yumurta sarısı; Limon suyu; Maydanoz,"GLUTEN,YUMURTA",kis-tarifi,Terbiyeyi sıcak tavuk suyuyla ılıtın; yumurta çorbada kesilmez.,Karabiber ve limonla sıcak servis edin.
tavuk-tagine,Tavuk Tagine,"Fas evlerinde limon turşusu ve zeytinle kokan tavuk tagine, sosunu ekmekle toplatan bir ana yemektir.",YEMEK,ma,Tavuk but; Limon turşusu; Yeşil zeytin; Zerdeçal; Ekmek,GLUTEN,misafir-sofrasi,Limon turşusunun içini çıkarıp kabuğunu ince doğrayın; acılık kontrollü kalır.,Taze kişniş ve sıcak ekmekle servis edin.
tavuklu-bezelye,Tavuklu Bezelye,"Tavuk parçaları, bezelye, havuç ve patatesle hazırlanan pratik tencere yemeği.",YEMEK,tr,Tavuk göğsü; Bezelye; Patates; Havuç; Soğan; Domates salçası; Zeytinyağı; Sıcak su,,"tek-tencere,pratik,cocuk-dostu",Tavukları önce mühürleyin; sebzeler eklenince parçalanmadan pişer.,Bulgur pilavı ve turşuyla servis edin.
tavuklu-biryani,Tavuklu Biryani,"Baharatlı tavuk, pirinç ve yoğurtla kat kat pişen Güney Asya pilavı.",YEMEK,in,Tavuk kalça; Basmati pirinç; Yoğurt; Soğan; Zencefil; Garam masala; Safranlı su,SUT,"misafir-sofrasi,yuksek-protein",Pirinci tam pişirmeden süzün; tavukla demlenirken kıvamını tamamlar.,Yoğurtlu salata ile servis edin.
tavuklu-fajita,Tavuklu Fajita,"Baharatlı tavuk şeritleri, biber ve soğanla tavada hazırlanan Meksika yemeği.",YEMEK,mx,Tavuk göğsü; Kırmızı biber; Yeşil biber; Soğan; Tortilla; Kimyon; Yoğurt,"GLUTEN,SUT",yuksek-protein,Tavuğu yüksek ateşte pişirin; sebzeler yumuşarken tavuk kurumaz.,"Tortilla, salsa ve yoğurtlu sosla servis edin."
tavuklu-hortobagyi-palacsinta,Tavuklu Hortobagyi Palacsinta,"İçi tavuklu harçla doldurulmuş ince krep bohçaları, paprika sosuyla fırına girince Macar sofralarının klasik ana yemeklerinden olur.",YEMEK,hu,Un; Yumurta; Didiklenmiş tavuk eti; Ekşi krema,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,Krepleri bir gün önceden hazırlarsanız doldururken yırtılma riski azalır.,Üstüne ekstra paprika sos gezdirip sıcak servis edin.
tavuklu-karnabahar-pilavi-kasesi,Tavuklu Karnabahar Pilavı Kasesi,"Tavuklu karnabahar pilavı kasesi, düşük karbonhidrat hedefi için pirinç yerine sebze tabanı kullanan pratik bir öğündür.",YEMEK,us,Tavuk göğsü; Karnabahar; Avokado; Zeytinyağı,,"yuksek-protein,30-dakika-alti,dusuk-kalorili",Karnabaharı tavada kısa tutmak tane hissini korur.,Yanına avokado dilimleri koyarak sıcak servis edin.
tavuklu-keskek,Tavuklu Keşkek,Buğday ve tavuğun uzun süre pişip ezilmesiyle hazırlanan geleneksel tören yemeği.,YEMEK,tr,Aşurelik buğday; Tavuk but; Tereyağı; Su; Tuz; Toz kırmızı biber,"GLUTEN,SUT","misafir-sofrasi,yuksek-protein",Buğdayı bir gece ıslatın; pişerken daha kısa sürede açılır ve kremamsı olur.,Üzerine tereyağlı kırmızı biber gezdirin.
tavuklu-noodle,Tavuklu Noodle,"Tavuk, sebze, noodle ve soya sosuyla hazırlanan hızlı Asya usulü tava yemeği.",YEMEK,tr,Noodle; Tavuk göğsü; Havuç; Kırmızı biber; Kabak; Soya sosu; Susam yağı; Sarımsak,"GLUTEN,SOYA,SUSAM","30-dakika-alti,yuksek-protein",Sebzeleri yüksek ateşte kısa süre pişirin; renkleri canlı ve dokuları diri kalır.,Üzerine taze soğan serpin.
tavuklu-salata,Tavuklu Salata,"Izgara tavuk, yeşillik ve yoğurtlu sosla hazırlanan proteinli salata.",SALATA,tr,Tavuk göğsü; Marul; Salatalık; Yoğurt; Hardal; Limon suyu; Zeytinyağı,"SUT,HARDAL","yuksek-protein,30-dakika-alti",Tavuğu dinlendirdikten sonra dilimleyin; suyu etin içinde kalır.,Ana öğün salatası olarak servis edin.
tavuklu-sezar-wrap,Tavuklu Sezar Wrap,"Izgara tavuk, marul, parmesan ve Sezar sosla hazırlanan doyurucu wrap.",YEMEK,tr,Tavuk göğsü; Tortilla; Marul; Parmesan peyniri; Mayonez; Ançüez; Limon suyu,"GLUTEN,SUT,YUMURTA,DENIZ_URUNLERI","pratik,yuksek-protein",Tortillayı sarmadan önce ısıtın; çatlamadan sıkı kapanır.,Patates cipsi ve turşuyla servis edin.
tavuklu-sultan-kebabi,Tavuklu Sultan Kebabı,Tavuklu sebze harcının yufkaya sarılıp beşamel sosla fırınlandığı davet yemeği.,YEMEK,tr,Tavuk göğsü; Yufka; Bezelye; Havuç; Mantar; Süt; Un; Kaşar peyniri,"GLUTEN,SUT","firinda,misafir-sofrasi",Harcı yufkaya koymadan önce ılıtın; sıcak harç yufkayı yırtar.,Domatesli pilavla servis edin.
tay-buzlu-cayi,Tay Buzlu Çayı,Bangkok tezgahlarının turuncu sütlü çayı; demli siyah çay buzla buluşunca ferah bir tatlı içeceğe döner.,ICECEK,th,Siyah çay; Su; Şeker; Süt; Buz,SUT,"alkolsuz,30-dakika-alti,yaz-tarifi,vejetaryen",Çayı güçlü demleyin; buz ve süt eklendiğinde aroması seyrelmez.,Uzun bardakta bol buzla servis edin.
tay-feslegenli-patlican,Tay Fesleğenli Patlıcan,"Tay woklarında patlıcanın soya, acı biber ve fesleğenle aldığı parlak ve hızlı sebze hali.",YEMEK,th,Patlıcan; Soya sosu; Susam yağı; Acı biber; Tay fesleğeni,"SOYA,SUSAM","vegan,30-dakika-alti,vejetaryen","Patlıcanı iri doğrayın; yüksek ateşte dışı kızarır, içi kremsi kalır.",Buharda pirinç pilavı ile ana yemek gibi sunun.
taze-fasulyeli-bulgur-pilavi,Taze Fasulyeli Bulgur Pilavı,Taze fasulyeyi bulgurla aynı tencerede pişirmek yaz akşamları için hafif ama dolu bir pilav kurar.,YEMEK,tr,Pilavlık bulgur; Taze fasulye; Domates; Soğan,GLUTEN,"tek-tencere,yaz-tarifi,vejetaryen,vegan",Fasulyeyi çok kalın bırakmayın; bulgurla aynı sürede yumuşaması kolaylaşır.,Yanına yoğurt ekleyerek servis edin.
tea-egg,Tea Egg,"Çin çay yumurtası, çatlatılmış kabuğuyla siyah çay ve soya sosunda mermer desenli pişer.",KAHVALTI,cn,Yumurta; Siyah çay; Soya sosu; Yıldız anason,"YUMURTA,SOYA","pratik,vejetaryen",,"Soğuk veya oda sıcaklığında, atıştırmalık olarak servis edin."
tepsi-kebabi,Tepsi Kebabı,"Hatay usulü tepsi kebabı, kıymanın sebzeyle ince yayılıp fırında suyuyla piştiği paylaşmalık yemektir.",YEMEK,th,Dana kıyma; Soğan; Yeşil biber; Domates; Biber salçası,,misafir-sofrasi,Kıymayı tepsiye aynı kalınlıkta yayın; kenarlar kurumadan orta kısmı pişer.,Lavaş ve köz biberle servis edin.
tepsi-orugu,Tepsi Orugu,"Hatay tepsi oruğu, ince bulgur ve kıymanın iki kat halinde tepsiye bastırıldığı, içi cevizli fırın köftesidir.",YEMEK,tr,İnce bulgur; Dana kıyma; Soğan; Ceviz; Tuz; Limon,"GLUTEN,KUSUYEMIS",misafir-sofrasi,Üst katı ıslak avuçla bastırın; yüzey çatlamadan düzgün kapanır.,Yanına limon dilimleri koyarak sıcak servis edin.
tereyagli-bezelye-ezmesi,Tereyağlı Bezelye Ezmesi,"Bezelye, tereyağı ve limonla ezildiğinde sandviçlere de mezelere de uyacak açık renkli bir sürmelik olur.",APERATIF,se,Bezelye; Tereyağı; Limon suyu; Nane,SUT,"vejetaryen,30-dakika-alti",Bezelyeyi fazla pişirmeyin; canlı rengi ve taze tadı kaybolur.,Çavdar ekmeği üstüne sürerek servis edin.
teriyaki-tavuk,Teriyaki Tavuk,"Soya sosu, zencefil ve bal ile parlak soslanan Japon usulü tavuk.",YEMEK,jp,Tavuk kalça; Soya sosu; Bal; Taze zencefil; Sarımsak; Susam,"SOYA,SUSAM",yuksek-protein,Sosu son dakikalarda koyulaştırın; erken eklenen bal tavada yanar.,Buharda pirinç ve taze soğanla servis edin.
thit-kho,Thit Kho,"Vietnam karamelli et yemeği, yumurta ve koyu sosla ağır ateşte parlayan ev tipi bir tenceredir.",YEMEK,tr,Dana döş; Haşlanmış yumurta; Soya sosu; Şeker,"YUMURTA,SOYA",tek-tencere,,
tiramisu,Tiramisu,Kahveyle ıslatılmış kedidili ve mascarpone kremasıyla hazırlanan İtalyan tatlısı.,TATLI,it,Kedidili bisküvi; Mascarpone peyniri; Yumurta sarısı; Şeker; Krema; Espresso; Kakao,"GLUTEN,SUT,YUMURTA","vejetaryen,misafir-sofrasi",Kedidillerini kahveye 1 saniye batırıp çıkarın; fazla beklerse tatlı sulanır.,Üzerine kakaoyu servis öncesi eleyin.
tirit,Tirit,"Konya ve Kastamonu sofralarında et suyuyla ıslanan ekmek, didiklenmiş et ve yoğurtla birleşir.",YEMEK,tr,Dana eti; Bayat ekmek; Yoğurt; Tereyağı; Pul biber,"GLUTEN,SUT",misafir-sofrasi,Ekmeği servis öncesi et suyuyla ıslatın; beklerse hamurlaşır.,Üzerine tereyağlı pul biber gezdirin.
tkemali,Tkemali,"Tkemali ekşi erik, kişniş ve sarımsakla et yemeklerine canlılık veren Gürcü usulü bir sostur.",SOS,ru,Ekşi erik; Sarımsak; Kişniş; Pul biber,,"vegan,vejetaryen",Erikleri kabukları çatlayana kadar pişirin; çekirdekler kolay ayrılır.,"Izgara et, patates veya kızarmış sebze yanında soğuk servis edin."
toast-skagen,Toast Skagen,"İsveç açık ekmek klasiği toast Skagen, karides ve dereotlu soğuk karışımıyla zarif bir başlangıçtır.",APERATIF,se,Karides; Mayonez; Dereotu; Ekmek dilimi,"GLUTEN,YUMURTA,DENIZ_URUNLERI",misafir-sofrasi,Karidesleri fazla karıştırmayın; iri parçalar ekmeğin üstünde daha iyi durur.,Limon kabuğu rendesi ve dereotuyla servis edin.
tod-mun-pla,Tod Mun Pla,"Tay balık köftesi tod mun pla, kırmızı köri ve fasulye dilimleriyle elastik bir kızartma mezedir.",APERATIF,th,Beyaz balık fileto; Kırmızı köri ezmesi; Yumurta; Taze fasulye,"DENIZ_URUNLERI,YUMURTA",yuksek-protein,,Tatlı acı biber sosu ile servis edin.
tofulu-kabak-noodle,Tofulu Kabak Noodle,"Tofulu kabak noodle, makarna yerine kabak kullanarak hafif ama protein destekli vegan bir tabak kurar.",YEMEK,us,Kabak; Tofu; Soya sosu; Susam,"SOYA,SUSAM","vegan,yuksek-protein,dusuk-kalorili,vejetaryen",Kabağı tavada kısa tutmak su salmasını azaltır.,Üzerine susam serperek sıcak servis edin.
tokat-bat,Tokat Bat,"Tokat bat, yeşil mercimek, ince bulgur ve cevizle sulu kıvamda hazırlanan ferah bir yöre salatasıdır.",SALATA,tr,Yeşil mercimek; İnce bulgur; Ceviz; Domates salçası,"GLUTEN,KUSUYEMIS","vegan,vejetaryen",Bulguru sıcak mercimek suyuyla ıslatın; kıvam daha aromalı olur.,Asma yaprağı veya marul yapraklarıyla kaşık salata gibi servis edin.
tokat-bati,Bat,"Tokat batı, ince bulgur ve salçayı ceviz, yeşillik ve ekşiyle birleştiren sulu kıvamlı yerel bir sofra salatasıdır.",SALATA,tr,İnce bulgur; Domates salçası; Ceviz; Taze soğan; Maydanoz; Asma yaprağı; Limon suyu,"GLUTEN,KUSUYEMIS","vegan,yaz-tarifi,vejetaryen",İnce bulguru suyla bir anda boğmayın; ekledikçe kıvamını daha kontrollü kurarsınız.,Asma yapraklarıyla birlikte serin servis edin.
tokat-kebabi,Tokat Kebabı,"Tokat bağ evlerinin sebzeli kebabı; kuzu eti, patlıcan ve patates şişte aynı tepside pişer.",YEMEK,tr,Kuzu eti; Patlıcan; Patates; Domates; Tırnak pide,GLUTEN,misafir-sofrasi,Sebzeleri etle aynı büyüklükte kesin; şişte aynı anda pişer.,Tırnak pide üzerinde servis edin.
tokat-yapragi-dolmasi,Tokat Yaprağı Dolması,"Tokat yaprağı dolması ince asma yaprağı, kıymalı iç ve ekşi pişirme suyuyla klasik bir tencere yemeğidir.",YEMEK,tr,Asma yaprağı; Pirinç; Dana kıyma; Limon suyu,,misafir-sofrasi,,
tom-kha-gai,Tom Kha Gai,"Bangkok kaselerinde galangal ve limon otuyla kokan, kokos kremalı tavuk çorbası.",CORBA,th,Tavuk göğsü; Kokos içeceği; Galangal; Limon otu; Lime suyu; Tuz,,yuksek-protein,"Galangalı servis öncesi çıkarın; aroması kalır, lifli dokusu kaseye geçmez.",Lime dilimi ve kişnişle sunun.
tom-yum,Tom Yum,"Bangkok pazarlarının ekşi-acı karides çorbası, limon otu ve lime yaprağıyla keskin kokar.",CORBA,th,Karides; Limon otu; Lime yaprağı; Mantar; Balık sosu; Lime suyu,DENIZ_URUNLERI,yuksek-protein,Karidesi son 4 dakikada ekleyin; fazla pişerse sertleşir.,Kişniş ve lime dilimiyle servis edin.
tonkatsu,Tonkatsu,Japon tonkatsu pane kaplı etin derin yağda kızarıp lahana ve sosla servis edilen çıtır halidir.,YEMEK,jp,Dana kontrfile; Un; Yumurta; Panko; Tonkatsu sosu,"GLUTEN,YUMURTA,SOYA",yuksek-protein,,
tonkatsu-sos,Tonkatsu Sos,"Tonkatsu sos, meyvemsi tatlılık ve Worcestershire keskinliğiyle kızarmış etleri tamamlar.",SOS,jp,Ketçap; Worcestershire sos; Soya sosu; Şeker,SOYA,"vegan,30-dakika-alti,vejetaryen",Ketçap ve Worcestershire oranını bozmayın; fazla ketçap sosu domatesli yapar.,"Tavuk katsu, patates kroket veya lahana salatası yanında servis edin."
torrijas,Torrijas,"İspanya'da özellikle Paskalya döneminde yapılan torrijas, sütlü yumurtalı ekmek dilimlerinin tarçınla tatlılaştığı bir ev klasiğidir.",TATLI,es,Bayat ekmek; Süt; Yumurta; Şeker; Tarçın,"GLUTEN,SUT,YUMURTA","vejetaryen,30-dakika-alti",Ekmeği süt karışımında fazla bekletmeyin; tavaya alınırken dağılmamalı.,Üzerine tarçınlı şeker serpip ılık servis edin.
tortilla-espanola,Tortilla Espanola,"İspanyol barlarının kalın patatesli omleti, soğan ve yumurtayla yumuşak merkezli pişer.",KAHVALTI,es,Patates; Yumurta; Soğan; Zeytinyağı; Tuz,YUMURTA,"vejetaryen,butce-dostu",Tavayı kapakla ters çevirin; kalın omlet kırılmadan döner.,Ilık veya oda sıcaklığında dilimleyin.
tostones,Tostones,Küba ve Karayip sofralarında yeşil plantain dilimleri iki kez kızarıp çıtır bir atıştırmalık olur.,ATISTIRMALIK,cu,Yeşil plantain; Sıvı yağ; Tuz; Limon,,"vegan,30-dakika-alti,vejetaryen",,
tostones-con-mojo,Tostones con Mojo,"Küba usulü iki kez kızartılan yeşil muz dilimleri, sarımsaklı mojo ile sokak atıştırmalığına dönüşür.",ATISTIRMALIK,cu,Yeşil muz; Ayçiçek yağı; Sarımsak; Lime suyu,,"vegan,30-dakika-alti,vejetaryen",İlk kızartmadan sonra muzları düz tabanla bastırın; çatlamadan genişlerler.,Mojo sosu ayrı kasede verip üstüne iri tuz serpin.
tostones-rellenos,Tostones Rellenos,"Tostones rellenos, iki kez kızartılan yeşil muz kaselerinin karidesle doldurulduğu gösterişli bir Karayip lokmasıdır.",APERATIF,cu,Yeşil muz; Karides; Sarımsak; Kişniş; Ayçiçek yağı,DENIZ_URUNLERI,misafir-sofrasi,Muz dilimlerini ilk kızartmada sadece yumuşatın; ikinci turda şekil korunur.,Üzerine kişniş yaprakları koyarak sıcak servis edin.
tottori-curry,Tottori Curry,"Japon ev usulü Tottori curry, tavuk ve sebzeleri koyu köri sosuyla pirinç üzerinde servis eder.",YEMEK,jp,Tavuk but; Patates; Havuç; Japon köri bloğu,SOYA,cocuk-dostu,,
toum,Toum,"Lübnan toum sosu, sarımsak ve yağı emülsiyonla beyaz, keskin ve kabarık bir kremaya çevirir.",SOS,me,Sarımsak; Ayçiçek yağı; Limon suyu; Tuz,,"vegan,vejetaryen",Yağı ip gibi yavaş ekleyin; hızlı dökülürse emülsiyon kırılır.,"Tavuk şiş, patates kızartması veya lavaş yanında küçük porsiyonla servis edin."
toyga-corbasi,Toyga Çorbası,"Yoğurt, buğday ve nohutla yapılan doyurucu Anadolu çorbası.",CORBA,tr,Aşurelik buğday; Haşlanmış nohut; Yoğurt; Yumurta; Un; Su; Tereyağı; Nane,"GLUTEN,SUT,YUMURTA","vejetaryen,kis-tarifi",Yoğurtlu karışımı tencereye ekledikten sonra kaynayana kadar karıştırın; çorba kesilmez.,Üzerine tereyağlı nane gezdirin.
toyga-corbasi-anadolu-usulu,Toyga Çorbası,"Toyga çorbası, yoğurt, dövme ve nohutla kıvam kazanan, naneli tereyağıyla tamamlanan Anadolu usulü bir çorbadır.",CORBA,tr,Yoğurt; Dövme buğday; Haşlanmış nohut; Yumurta; Nane; Tereyağı,"GLUTEN,SUT,YUMURTA","vejetaryen,kis-tarifi",Yoğurtlu terbiyeyi tencereye azar azar alıştırın; kesilmeden pürüzsüz kalır.,Üzerine nane ve tereyağı gezdirerek sıcak servis edin.
