slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
syrniki,Syrniki,"Rus lor pankekleri yumuşak peynirli hamurdan hazırlanır, tavada kızarınca kahvaltıya tatlı bir tabak olur.",KAHVALTI,ru,EASY,15,12,27,4,290,Lor peyniri 400 gr | Yumurta 1 adet | Un 4 yemek kaşığı | Şeker 2 yemek kaşığı,4,"1. Lor, yumurta, un ve şekeri karıştırın. || 2. Küçük diskler hazırlayın. || 3. Tavada iki yüzünü 6 dakika pişirin.",3,"SUT,YUMURTA,GLUTEN",vejetaryen,,,Syrniki,"A Slavic breakfast pancake made from fresh cheese, egg, and flour, pan-fried until tender inside and lightly golden outside.",,,0,0,Syrniki,"Ein slawischer Frühstückspfannkuchen aus Frischkäse, Ei und Mehl, in der Pfanne gebraten, innen weich und außen hellgolden.",,,0,0
blini,Blini,"Rus blini krepleri ince hamurla tavada pişer, ekşi krema ya da reçelle sofraya gelir.",KAHVALTI,ru,EASY,15,20,35,6,220,Un 250 gr | Süt 500 ml | Yumurta 2 adet | Tereyağı 40 gr,4,"1. Un, süt ve yumurtayı akışkan hamur olana kadar çırpın. || 2. Tavaya ince kat dökün. || 3. Krepleri toplam 20 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA",vejetaryen,,,Blini,"Thin Russian pancakes made from a milk batter, cooked until supple and lightly golden, then served with sour cream, jam, or caviar.",,,0,0,Blini,"Dünne russische Pfannkuchen aus Milch-Teig, die man zart und leicht goldgelb ausbäckt und mit Sauerrahm, Konfitüre oder Kaviar serviert.",,,0,0
chicken-paprikash,Chicken Paprikash,"Macar paprikalı tavuğu soğan, tatlı biber ve ekşi kremayla kırmızı renkli bir tencere yemeğidir.",YEMEK,hu,MEDIUM,20,45,65,4,410,Tavuk but 800 gr | Soğan 2 adet | Tatlı paprika 2 yemek kaşığı | Ekşi krema 200 gr,4,1. Tavukları tencerede mühürleyin. || 2. Soğan ve paprikayı ekleyip 10 dakika kavurun. || 3. Az suyla 35 dakika pişirip ekşi krema ekleyin.,3,SUT,tek-tencere,,,Chicken Paprikash,"A Hungarian chicken stew that builds sweetness from onion and paprika, then finishes with sour cream for a soft, velvety sauce.",,,0,0,Chicken Paprikash,"Ein ungarischer Hähnchenschmortopf, bei dem man Zwiebel und Paprika süßlich auskocht und mit saurer Sahne zu einer samtigen Sauce vollendet.",,,0,0
langos,Langos,"Macar langos kızarmış mayalı hamurun üzerine sarımsaklı yağ, ekşi krema ve peynir alır.",APERATIF,hu,MEDIUM,45,15,60,6,390,Un 500 gr | Maya 7 gr | Ekşi krema 200 gr | Kaşar peyniri 150 gr,4,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru parçalara ayırıp açın. || 3. Kızgın yağda 3-4 dakika kızartıp krema ve peynirle servis edin.",3,"GLUTEN,SUT",vejetaryen,,,Lángos,"A Hungarian fried dough bread served with garlicky oil, sour cream, and cheese, crisp at the edge, airy in the center.",,,0,0,Lángos,"Ein ungarisches Fried-Bread mit Knoblauchöl, Sauerrahm und Käse, am Rand knusprig, in der Mitte luftig und weich.",,,0,0
dobos-torte,Dobos Torte,"Macar Dobos pastası ince pandispanya katları, çikolatalı krema ve karamelli üst katıyla tanınır.",TATLI,hu,HARD,70,35,105,10,450,Yumurta 6 adet | Un 150 gr | Tereyağı 250 gr | Bitter çikolata 200 gr | Şeker 250 gr,5,"1. Yumurta, şeker ve unla ince pandispanya katları pişirin. || 2. Tereyağı ve çikolatayla krema hazırlayın. || 3. Katları kremayla birleştirip karamelli üst katla tamamlayın.",3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",,,Dobos Torte,"A Hungarian layer cake known for thin sponge sheets, chocolate buttercream, and a brittle caramel lid that cracks cleanly on top.",,,0,0,Dobos-Torte,"Eine ungarische Schichttorte mit duennen Biskuitboeden, Schokoladenbuttercreme und einer harten Karamellplatte, die oben klar bricht.",,,0,0
tonkatsu,Tonkatsu,Japon tonkatsu pane kaplı etin derin yağda kızarıp lahana ve sosla servis edilen çıtır halidir.,YEMEK,jp,MEDIUM,20,12,32,4,480,Dana kontrfile 600 gr | Un 80 gr | Yumurta 2 adet | Panko 150 gr | Tonkatsu sosu 4 yemek kaşığı,5,"1. Etleri inceltip un, yumurta ve pankoya bulayın. || 2. 170°C yağda 10-12 dakika kızartın. || 3. Dilimleyip sosla servis edin.",3,"GLUTEN,YUMURTA,SOYA",yuksek-protein,,,Tonkatsu,"A Japanese cutlet breaded with panko, fried until crisp, sliced thick, and served with sweet-savory sauce and cabbage.",,,0,0,Tonkatsu,"Ein japanisches Schnitzel in Panko-Panade, knusprig frittiert, dick aufgeschnitten und mit Sauce und Kohl serviert.",,,0,0
oyakodon,Oyakodon,"Japon tavuklu yumurtalı pirinç kasesi, dashi ve soya sosunda kısa pişen yumuşak bir yemektir.",YEMEK,jp,EASY,15,15,30,2,430,Pişmiş pirinç 2 kase | Tavuk but 300 gr | Yumurta 3 adet | Soya sosu 2 yemek kaşığı | Soğan 1 adet,5,1. Tavuk ve soğanı soya soslu suda 8 dakika pişirin. || 2. Çırpılmış yumurtayı ekleyip 3 dakika kapağı kapalı pişirin. || 3. Karışımı pirinç üzerine alın.,3,"YUMURTA,SOYA",30-dakika-alti,,,Oyakodon,"A Japanese rice bowl of chicken and egg simmered in sweet-savory broth, spooned hot over rice for an easy comforting meal.",,,0,0,Oyakodon,"Eine japanische Reisschale mit Huhn und Ei in süß-herzhafter Brühe, heiß über Reis gegeben für ein einfaches Wohlfühlessen.",,,0,0
yakisoba,Yakisoba,"Japon tavada noodle yemeği sebze, sos ve etle hızlı çevrilip sokak lezzeti gibi servis edilir.",YEMEK,jp,EASY,20,12,32,4,410,Yakisoba noodle 400 gr | Dana eti 300 gr | Lahana 250 gr | Soya sosu 3 yemek kaşığı,4,1. Noodleı sıcak suda açıp süzün. || 2. Et ve sebzeyi tavada 8 dakika soteleyin. || 3. Noodle ve sosu ekleyip 4 dakika çevirin.,3,"GLUTEN,SOYA",yuksek-protein,,,Yakisoba,"A Japanese stir-fried noodle dish of meat, cabbage, and sauce, cooked fast in the pan and served like festival street food.",,,0,0,Yakisoba,"Ein japanisches Pfannennudelgericht mit Fleisch, Kohl und Sauce, schnell gekocht und wie Straßenessen serviert.",,,0,0
samgyetang,Samgyetang,Kore ginsengli tavuk çorbası pirinçle doldurulmuş tavuğu berrak suda uzun pişirir.,CORBA,kr,HARD,25,90,115,4,320,Tavuk 1 adet | Pirinç 0.5 su bardağı | Sarımsak 6 diş | Ginseng kökü 1 adet,4,1. Tavuğun içine pirinç ve sarımsak doldurun. || 2. Tavuğu ginsengle tencereye alın. || 3. Kısık ateşte 90 dakika pişirin.,3,,yuksek-protein,,,Samgyetang,"A Korean ginseng chicken soup where a whole bird is stuffed with rice and simmered into a clear, restorative broth.",,,0,0,Samgyetang,"Eine koreanische Ginseng-Hühnersuppe, bei der ein ganzes Huhn mit Reis gefüllt und zu einer klaren, stärkenden Brühe gekocht wird.",,,0,0
haemul-pajeon,Haemul Pajeon,"Kore deniz mahsullü taze soğan pankeki, tavada kenarı çıtır içi yumuşak pişer.",APERATIF,kr,MEDIUM,20,15,35,4,290,Un 180 gr | Yumurta 1 adet | Karides 200 gr | Taze soğan 8 dal | Soya sosu 2 yemek kaşığı,5,"1. Un, yumurta ve suyla hamur hazırlayın. || 2. Taze soğan ve karidesi tavaya yerleştirip hamuru dökün. || 3. İki yüzünü 15 dakika pişirin.",3,"GLUTEN,YUMURTA,DENIZ_URUNLERI,SOYA",misafir-sofrasi,,,Haemul Pajeon,A Korean seafood scallion pancake that fries crisp at the edges while the center stays soft with shrimp and green onion.,,,0,0,Haemul Pajeon,"Ein koreanischer Meeresfruechte-Pfannkuchen mit Fruehlingszwiebel, den man am Rand knusprig und in der Mitte weich ausbackt.",,,0,0
mandu,Mandu,"Kore mandu mantıları kıyma, lahana ve sarımsaklı içle buharda ya da tavada pişer.",YEMEK,kr,MEDIUM,45,12,57,6,310,Mantı hamuru yaprağı 30 adet | Dana kıyma 350 gr | Lahana 200 gr | Soya sosu 2 yemek kaşığı | Susam yağı 1 yemek kaşığı,5,"1. Kıyma, lahana, soya sosu ve susam yağını karıştırın. || 2. Hamur yapraklarına iç koyup kapatın. || 3. Manduları buharda 10-12 dakika pişirin.",3,"GLUTEN,SOYA,SUSAM",misafir-sofrasi,,,Mandu,"Korean dumplings filled with meat and cabbage, folded into wrappers and cooked by steam or pan until juicy and light.",,,0,0,Mandu,"Koreanische Teigtaschen mit Fleisch und Kohl, in dünnen Hüllen gefaltet und gedämpft oder gebraten, bis sie saftig und leicht wirken.",,,0,0
chilaquiles,Chilaquiles,"Meksika kahvaltısı chilaquiles, tortilla cipslerini salsa ve yumurtayla canlı bir tabakta buluşturur.",KAHVALTI,th,EASY,15,15,30,4,360,Tortilla cipsi 250 gr | Salsa verde 300 ml | Yumurta 4 adet | Beyaz peynir 100 gr,4,1. Salsayı tavada ısıtın. || 2. Tortilla cipslerini salsaya ekleyip 3 dakika çevirin. || 3. Yumurta ve peynirle servis edin.,3,"YUMURTA,SUT","30-dakika-alti,vejetaryen",,,Chilaquiles,"A Mexican breakfast plate that tosses tortilla chips through salsa and tops them with egg and cheese, saucy, lively, and best while some crunch remains.",,,0,0,Chilaquiles,"Ein mexikanisches Frühstück, bei dem man Tortillachips in Salsa wendet und mit Ei und Käse belegt, saftig, lebhaft und mit etwas Restknusper am besten.",,,0,0
elote,Elote,"Meksika sokak mısırı közlenmiş koçanın mayonez, peynir, lime ve acıyla kaplanmış halidir.",ATISTIRMALIK,mx,EASY,10,15,25,4,240,Mısır koçanı 4 adet | Mayonez 4 yemek kaşığı | Beyaz peynir 100 gr | Lime 1 adet,4,1. Mısırları ızgarada 15 dakika çevirerek pişirin. || 2. Mayonez sürüp peynir ve acı biber serpin. || 3. Lime suyu sıkarak servis edin.,3,"YUMURTA,SUT","pratik,vejetaryen",,,Elote,"A Mexican street corn favorite that brushes grilled cobs with mayo, cheese, chile, and lime for a messy, bright, savory bite.",,,0,0,Elote,"Ein beliebter mexikanischer Streetfood-Mais, bei dem man gegrillte Kolben mit Mayonnaise, Kaese, Chili und Limette bestreicht.",,,0,0
sopa-de-lima,Sopa de Lima,"Yucatan usulü lime çorbası tavuk suyu, lime ve çıtır tortilla ile ferah bir kase sunar.",CORBA,mx,MEDIUM,20,35,55,4,180,Tavuk göğsü 400 gr | Tavuk suyu 1.2 litre | Lime suyu 4 yemek kaşığı | Mısır tortilla 4 adet,4,1. Tavuğu tavuk suyunda 25 dakika haşlayıp didikleyin. || 2. Lime suyunu ekleyip 5 dakika kaynatın. || 3. Kızarmış tortilla şeritleriyle servis edin.,3,,yaz-tarifi,,,Sopa de Lima,"A Yucatán chicken soup brightened with fresh lime and topped with crisp tortilla strips, light on the palate but deeply aromatic.",,,0,0,Sopa de Lima,"Eine Hühnersuppe aus Yucatán, frisch mit Limette aufgehellt und mit knusprigen Tortillastreifen serviert, leicht und sehr aromatisch.",,,0,0
jambalaya,Jambalaya,"New Orleans jambalaya pirinç, tavuk, sucuk ve baharatı tek tencerede canlı bir Güney tabağına çevirir.",YEMEK,us,MEDIUM,25,40,65,6,520,Pirinç 2 su bardağı | Tavuk but 500 gr | Dana sucuk 250 gr | Kereviz sapı 2 dal,4,"1. Tavuk ve sucuğu tencerede 8 dakika kavurun. || 2. Pirinç, sebze ve baharatı ekleyin. || 3. Tavuk suyuyla 30 dakika pişirin.",3,KEREVIZ,tek-tencere,,,Jambalaya,"A Louisiana one-pot rice dish with sausage, chicken, and peppers, cooked until spicy, smoky, and deeply savory from the bottom of the pot up.",,,0,0,Jambalaya,"Ein Reistopf aus Louisiana mit Wurst, Huhn und Paprika, so gekocht, dass er würzig, rauchig und vom Topfboden her besonders herzhaft schmeckt.",,,0,0
pulled-pork-sandvic,Pulled Pork Sandviç,"Amerikan barbekü klasiğinde uzun pişen didiklenmiş et, soslu ve lahana salatalı sandviçe dönüşür.",APERATIF,us,HARD,25,240,265,8,560,Dana döş 1.5 kg | Barbekü sos 250 ml | Sandviç ekmeği 8 adet | Coleslaw 400 gr,4,1. Eti baharatla ovup kapalı kapta 4 saat pişirin. || 2. Eti çatalla didikleyip sosla karıştırın. || 3. Ekmeklere et ve coleslaw koyarak servis edin.,3,GLUTEN,misafir-sofrasi,,,Pulled Meat Sandwich,"An American barbecue-style sandwich of slow-cooked shredded meat, barbecue sauce, and slaw, piled into soft bread.",,,0,0,Sandwich mit gezupftem Fleisch,"Ein Sandwich im amerikanischen Barbecue-Stil mit langsam gegartem gezupftem Fleisch, BBQ-Sauce und Krautsalat im weichen Brot.",,,0,0
gumbo,Gumbo,"Louisiana gumbo koyu roux, bamya, tavuk ve deniz ürünüyle derin aromalı bir tencere yemeğidir.",YEMEK,us,HARD,30,90,120,6,340,Tavuk but 600 gr | Karides 300 gr | Bamya 250 gr | Un 60 gr | Kereviz sapı 2 dal,5,"1. Un ve yağla koyu renkli roux hazırlayın. || 2. Tavuk, sebze ve suyu ekleyip 75 dakika pişirin. || 3. Karidesi ekleyip 8 dakika daha pişirin.",3,"GLUTEN,DENIZ_URUNLERI,KEREVIZ",tek-tencere,,,Gumbo,"A Louisiana pot that builds dark roux, okra, chicken, shrimp, and celery into a deep, savory stew with Southern heat.",,,0,0,Gumbo,"Ein Eintopf aus Louisiana, bei dem man dunkle Mehlschwitze, Okra, Huhn, Garnelen und Sellerie zu einem tiefen, wuerzigen Topf kocht.",,,0,0
ceviche,Ceviche,"Peru ceviche taze balığı lime suyu, soğan ve acı biberle pişirmeden marine eden ferah bir tabaktır.",SALATA,tr,MEDIUM,25,0,25,4,180,Levrek fileto 500 gr | Lime suyu 150 ml | Kırmızı soğan 1 adet | Kişniş 0.5 demet,4,1. Balığı küçük küp doğrayın. || 2. Lime suyu ve soğanla 15 dakika marine edin. || 3. Kişniş ekleyip soğuk servis edin.,3,DENIZ_URUNLERI,yaz-tarifi,,,Ceviche,"A Peruvian seafood classic that cures fresh fish in lime with onion and chile, bright, cold, and all about clean coastal flavor.",,,0,0,Ceviche,"Ein peruanischer Meeresfrüchteklassiker, bei dem man frischen Fisch mit Limette, Zwiebel und Chili kalt gart, klar, kühl und stark von der Küste geprägt.",,,0,0
arequipe-flan,Arequipe Flan,Kolombiya arequipe flanı karamelli süt reçelini yumurtalı kremayla yumuşak bir tatlıya dönüştürür.,TATLI,tr,MEDIUM,20,45,65,8,260,Süt reçeli 300 gr | Süt 500 ml | Yumurta 5 adet | Şeker 120 gr,4,"1. Şekeri kalıpta karamel yapın. || 2. Süt reçeli, süt ve yumurtayı çırpıp kalıba dökün. || 3. Benmaride 45 dakika pişirin.",3,"SUT,YUMURTA",vejetaryen,,,Arequipe Flan,"A Colombian-style flan that folds milk caramel into an egg custard, silky, glossy, and best served well chilled after the caramel settles.",,,0,0,Arequipe-Flan,"Ein Flan nach kolumbianischer Art, bei dem man Milchkaramell in eine Eiercreme ruehrt, seidig, glaenzend und gut gekuehlt am besten.",,,0,0
pupusa,Pupusa,El Salvador pupusası mısır hamurunun içinde peynir ve fasulyeyle tavada pişen kalın bir gözlemedir.,YEMEK,cn,MEDIUM,35,20,55,6,360,Masa harina 400 gr | Kaşar peyniri 250 gr | Haşlanmış fasulye 200 gr | Su 300 ml,4,1. Masa harina ve suyla hamur hazırlayın. || 2. Hamuru peynir ve fasulyeyle doldurun. || 3. Tavada iki yüzünü 10 dakika pişirin.,3,SUT,vejetaryen,,,Pupusa,"An El Salvador corn flatbread stuffed with cheese and beans, pan-cooked thick so the middle stays soft and hearty.",,,0,0,Pupusa,"Ein Maisfladen aus El Salvador mit Käse- und Bohnenfüllung, in der Pfanne dick gebacken, damit die Mitte weich und sättigend bleibt.",,,0,0
shawarma-pilavi,Shawarma Pilavı,"Orta Doğu baharatlı tavuk parçaları, pirinç ve sarımsaklı yoğurtla doyurucu bir tabak kurar.",YEMEK,me,MEDIUM,25,35,60,4,540,Tavuk but 600 gr | Pirinç 2 su bardağı | Yoğurt 250 gr | Kimyon 1 tatlı kaşığı | Sarımsak 2 diş,5,1. Tavuğu baharatla 15 dakika marine edin. || 2. Pilavı 20 dakika pişirin. || 3. Tavuğu tavada 12 dakika pişirip pilav üzerine alın.,3,SUT,yuksek-protein,,,Shawarma Rice,"A filling plate of spiced chicken over rice with yogurt, carrying the warm shawarma profile into a simple home meal.",,,0,0,Shawarma-Reis,"Ein sättigender Teller aus gewürztem Hähnchen auf Reis mit Joghurt, der das warme Shawarma-Profil in ein Hausgericht übersetzt.",,,0,0
koshari,Koshari,"Mısır sokak yemeği koshari pirinç, makarna, mercimek ve domates sosunu aynı tabakta toplar.",YEMEK,me,MEDIUM,30,40,70,6,430,Pirinç 1 su bardağı | Makarna 200 gr | Yeşil mercimek 1 su bardağı | Domates sosu 300 ml | Sarımsak 2 diş,5,"1. Pirinç, makarna ve mercimeği ayrı ayrı pişirin. || 2. Domates sosunu sarımsakla 10 dakika kaynatın. || 3. Tüm katları tabakta birleştirin.",3,GLUTEN,"vegan,butce-dostu,vejetaryen",,,Koshari,"Egypt’s beloved street bowl piles rice, pasta, lentils, and tomato sauce into a hearty mix of textures that eats like a full meal.",,,0,0,Koshari,"Ägyptens beliebte Streetfood-Schale schichtet Reis, Pasta, Linsen und Tomatensauce zu einem sättigenden Gericht mit vielen Texturen.",,,0,0
satay-soslu-tavuk,Satay Soslu Tavuk,Endonezya satay şişleri yer fıstıklı sosla servis edilen kısa pişen baharatlı tavuk lokmalarıdır.,YEMEK,th,MEDIUM,30,15,45,4,460,Tavuk göğsü 600 gr | Yer fıstığı ezmesi 4 yemek kaşığı | Soya sosu 2 yemek kaşığı | Hindistan cevizi sütü 150 ml,4,1. Tavuğu küp doğrayıp şişlere dizin. || 2. Şişleri ızgarada 12-15 dakika pişirin. || 3. Yer fıstıklı sosu ısıtıp tavukla servis edin.,3,"YER_FISTIGI,SOYA",yuksek-protein,,,Chicken with Satay Sauce,"Short-cooked chicken skewers served with warm peanut satay sauce, smoky from the grill and rich from coconut milk.",,,0,0,Hähnchen mit Satay-Sauce,"Kurz gegarte Hähnchenspieße mit warmer Erdnuss-Satay-Sauce, rauchig vom Grill und reichhaltig durch Kokosmilch.",,,0,0
bun-bo-hue,Bun Bo Hue,"Hue şehrinin acılı et suyu, pirinç eriştesi ve dana etiyle Vietnam'ın güçlü kaselerinden biridir.",CORBA,tr,HARD,35,150,185,6,430,Dana incik 900 gr | Pirinç eriştesi 400 gr | Limon otu 3 dal | Soya sosu 2 yemek kaşığı | Soğan 1 adet,5,1. Dana inciği limon otu ve soğanla 2 saat kaynatın. || 2. Et suyunu süzüp acı biber ve soya sosuyla tatlandırın. || 3. Haşlanmış erişte ve et dilimleriyle sıcak servis edin.,3,SOYA,yuksek-protein,,,Bún Bò Huế,"A central Vietnamese noodle soup from Hue, building spicy beef broth around lemongrass and rice noodles for a bowl that lands hot, meaty, and sharp.",,,0,0,Bún Bò Huế,"Eine Nudelsuppe aus Huế in Zentralvietnam, bei der man eine scharfe Rinderbrühe mit Zitronengras und Reisnudeln aufbaut, heiß, fleischig und prägnant.",,,0,0
cao-lau,Cao Lau,"Hoi An'ın cao lau kasesi kalın pirinç eriştesi, aromalı et ve taze otlarla dengeli bir tabak sunar.",YEMEK,tr,MEDIUM,30,25,55,4,480,Kalın pirinç eriştesi 350 gr | Dana eti 450 gr | Soya sosu 3 yemek kaşığı | Taze ot karışımı 1 demet,4,"1. Dana etini soya sosuyla 20 dakika marine edin. || 2. Eti tavada 12 dakika pişirin. || 3. Erişte, et ve taze otları az soya sosuyla kasede birleştirin.",3,SOYA,misafir-sofrasi,,,Cao Lầu,"A Hoi An noodle bowl that layers chewy rice noodles, seasoned beef, and herbs with just enough sauce to glaze rather than drown.",,,0,0,Cao Lầu,"Eine Nudelschale aus Hoi An, bei der man feste Reisnudeln, gewürztes Rind und Kräuter mit nur wenig Sauce glasiert statt übergießt.",,,0,0
mi-quang,Mi Quang,"Orta Vietnam'ın mi quang eriştesi zerdeçallı et suyu, tavuk ve yer fıstığıyla az sulu servis edilir.",YEMEK,vn,MEDIUM,30,35,65,4,450,Pirinç eriştesi 350 gr | Tavuk but 500 gr | Zerdeçal 1 çay kaşığı | Yer fıstığı 80 gr,4,"1. Tavuğu zerdeçallı suda 30 dakika pişirin. || 2. Pirinç eriştesini haşlayıp süzün. || 3. Erişteyi az tavuk suyu, et ve yer fıstığıyla servis edin.",3,YER_FISTIGI,misafir-sofrasi,,,Mi Quang,"A central Vietnamese noodle dish with turmeric broth, chicken, and peanuts, served with just enough liquid to coat the bowl.",,,0,0,Mi Quang,"Ein Nudelgericht aus Zentralvietnam mit Kurkumabrühe, Huhn und Erdnüssen, mit nur wenig Brühe serviert, damit alles locker bleibt.",,,0,0
banh-cuon,Banh Cuon,Vietnam buharlı pirinç ruloları kıymalı mantar içle ince ve yumuşak bir kahvaltı tabağı olur.,KAHVALTI,tr,HARD,45,25,70,4,280,Pirinç unu 220 gr | Tapyoka nişastası 60 gr | Dana kıyma 300 gr | Kültür mantarı 150 gr,4,1. Pirinç unu ve nişastayla akışkan hamur hazırlayın. || 2. Kıyma ve mantarı 10 dakika kavurun. || 3. Hamuru ince buharlayıp içle rulo sarın.,3,,misafir-sofrasi,,,Bánh Cuốn,"A northern Vietnamese breakfast roll, steaming thin rice sheets around minced meat and mushrooms for a soft, delicate plate served warm.",,,0,0,Bánh Cuốn,"Eine Frühstücksspezialität aus Nordvietnam, bei der man dünne Reisblätter um Hackfleisch und Pilze rollt und weich und warm serviert.",,,0,0
thit-kho,Thit Kho,"Vietnam karamelli et yemeği, yumurta ve koyu sosla ağır ateşte parlayan ev tipi bir tenceredir.",YEMEK,vn,MEDIUM,25,70,95,5,490,Dana döş 800 gr | Haşlanmış yumurta 5 adet | Soya sosu 4 yemek kaşığı | Şeker 2 yemek kaşığı,4,1. Şekeri tencerede amber renk alana kadar eritin. || 2. Eti ve soya sosunu ekleyip 50 dakika pişirin. || 3. Yumurtaları ekleyip 20 dakika daha pişirin.,3,"YUMURTA,SOYA",tek-tencere,,,Thit Kho,"A Vietnamese braise of caramelized meat and eggs, slowly cooked until the sauce deepens and the whole pot turns glossy and rich.",,,0,0,Thit Kho,"Ein vietnamesisches Schmorgericht aus karamellisiertem Fleisch und Eiern, langsam gekocht, bis die Sauce tief und glänzend wird.",,,0,0
ca-kho-to,Ca Kho To,"Toprak kapta pişen Vietnam balığı, karamelize sos ve karabiberle yoğun bir ana yemek olur.",YEMEK,tr,MEDIUM,20,30,50,4,360,Levrek fileto 700 gr | Soya sosu 3 yemek kaşığı | Şeker 1 yemek kaşığı | Taze soğan 3 dal,4,1. Şekeri tencerede eritip soya sosu ekleyin. || 2. Balığı sosa yerleştirip 25 dakika kısık ateşte pişirin. || 3. Taze soğanla sıcak servis edin.,3,"DENIZ_URUNLERI,SOYA",misafir-sofrasi,,,Cá Kho Tộ,"A southern Vietnamese clay-pot fish dish that simmers fish in caramelized sauce and black pepper until glossy, dark, and deeply savory.",,,0,0,Cá Kho Tộ,"Ein vietnamesisches Fischgericht aus dem Tontopf, bei dem man Fisch in karamellisierter Sauce und Pfeffer dunkel, glänzend und sehr würzig schmort.",,,0,0
chao-ga,Chao Ga,"Vietnam tavuklu pirinç lapası zencefil kokusuyla sade, yumuşak ve doyurucu bir kase olur.",KAHVALTI,tr,EASY,10,55,65,4,240,Pirinç 1 su bardağı | Tavuk but 400 gr | Zencefil 20 gr | Taze soğan 2 dal,4,"1. Pirinç, tavuk ve zencefili tencereye alın. || 2. Bol suyla 55 dakika kısık ateşte pişirin. || 3. Tavuğu didikleyip lapanın içine karıştırın.",3,,butce-dostu,,,Cháo Gà,"A Vietnamese chicken rice porridge scented with ginger, cooked until the grains loosen into a soft, soothing bowl for cool mornings or recovery meals.",,,0,0,Cháo Gà,"Ein vietnamesischer Hühner-Reisbrei mit Ingwer, den man so lange kocht, bis die Körner aufgehen und eine weiche, beruhigende Schale ergeben.",,,0,0
nom-hoa-chuoi,Nom Hoa Chuoi,"Vietnam muz çiçeği salatası, taze otlar ve yer fıstığıyla gevrek, ekşi ve ferah bir tabak verir.",SALATA,vn,MEDIUM,30,0,30,4,160,Muz çiçeği 400 gr | Havuç 1 adet | Yer fıstığı 80 gr | Soya sosu 1 yemek kaşığı | Limon 1 adet | Taze nane 1 tutam,6,1. Muz çiçeğini ince doğrayıp limonlu suda 15 dakika bekletin. || 2. Havuç ve otlarla karıştırın. || 3. Yer fıstığı ve soya soslu sosla servis edin.,3,"YER_FISTIGI,SOYA","vegan,yaz-tarifi,vejetaryen",,,Nom Hoa Chuoi,"A Vietnamese banana blossom salad with herbs, peanuts, and a tart dressing, crisp in texture and especially refreshing in warm weather.",,,0,0,Nom Hoa Chuoi,"Ein vietnamesischer Bananenblütensalat mit Kräutern, Erdnüssen und säuerlichem Dressing, knackig im Biss und besonders erfrischend bei Wärme.",,,0,0
banh-flan-vietnam,Banh Flan Vietnam,"Vietnam usulü karamelli flan, kahve aromasıyla sütlü tatlıya hafif acı bir denge katar.",TATLI,tr,MEDIUM,20,40,60,6,210,Yumurta 4 adet | Süt 500 ml | Şeker 150 gr | Koyu kahve 50 ml,4,"1. Şekerin yarısıyla kalıp tabanında karamel hazırlayın. || 2. Yumurta, süt, kahve ve kalan şekeri çırpıp kalıba dökün. || 3. Benmaride 40 dakika pişirin.",3,"SUT,YUMURTA",vejetaryen,,,Bánh Flan,"A Vietnamese-style caramel flan that adds coffee notes to a milk-and-egg custard, silky, bittersweet, and best served fully chilled.",,,0,0,Bánh Flan,"Ein karamelliger Flan nach vietnamesischer Art, bei dem man Kaffee in eine Milch-Eier-Creme gibt, seidig, leicht herb und gut gekühlt am besten.",,,0,0
sinh-to-bo,Sinh To Bo,"Vietnam avokado smoothie yoğun süt ve buzla kremamsı, serin bir içeceğe dönüşür.",ICECEK,vn,EASY,10,0,10,2,260,Avokado 2 adet | Süt 250 ml | Yoğunlaştırılmış süt 3 yemek kaşığı | Buz 1 su bardağı,4,"1. Avokadoları ikiye bölüp çekirdeklerini çıkarın. || 2. Avokado, süt, yoğunlaştırılmış süt ve buzu blendera alın. || 3. Pürüzsüz kıvam alana kadar 45 saniye çekin.",3,SUT,"pratik,yaz-tarifi,vejetaryen",,,Sinh To Bo,"A Vietnamese avocado smoothie with milk, sweetened condensed milk, and ice, thick, creamy, and quietly rich.",,,0,0,Sinh To Bo,"Ein vietnamesischer Avocado-Smoothie mit Milch, gesüßter Kondensmilch und Eis, dick, cremig und sanft reichhaltig.",,,0,0
