slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
kluski-slaskie-polonya-usulu,Kluski Śląskie,"Kluski Śląskie, patates hamurunu küçük oyuklu lokmalara çevirerek yumuşak, sade ve sos tutan bir Polonya garnitürü yapar.",YEMEK,pl,EASY,18,8,26,4,198,Haşlanmış patates 4 adet | Patates nişastası 0.75 su bardağı | Yumurta 1 adet | Tuz 0.5 çay kaşığı,4,"1. Patatesleri ezin, nişasta, yumurta ve tuzla yoğurun. || 2. Hamurdan küçük toplar yapıp ortasını başparmakla bastırın. || 3. Kaynar suda 4 dakika haşlayın.",3,YUMURTA,"vejetaryen,30-dakika-alti",Oyuk açmak sosu daha iyi taşır.,Ilık servis edin.,Kluski Slaskie,Kluski Slaskie turns potato dough into soft dumplings with a center well that catches sauce.,,,0,0,Kluski Slaskie,"Kluski Slaskie formt Kartoffelteig zu weichen Klößen mit Mulde, die Sauce auffängt.",,,0,0
sernik-na-zimno-polonya-usulu,Sernik na Zimno,"Sernik na Zimno, krem peynirli harcı pişirmeden soğutarak serin, hafif ekşi ve dilimlenebilir bir Polonya tatlısı kurar.",TATLI,pl,EASY,18,0,198,8,246,Krem peynir 400 gr | Krema 1 su bardağı | Toz şeker 0.5 su bardağı | Jelatin 1 paket,4,1. Krem peynir ve şekeri çırpın. || 2. Kremayı ve eritilmiş jelatini ekleyin. || 3. Kalıba alıp 3 saat soğutun.,3,SUT,misafir-sofrasi,Dolabın tam soğuk bölümü dilimin düzgün çıkmasını sağlar.,Soğuk servis edin.,Sernik na Zimno,"Sernik na Zimno chills a cream cheese filling without baking into a cool, lightly tangy, sliceable Polish dessert.",,,0,0,Sernik na Zimno,"Sernik na Zimno kühlt eine Frischkäsefüllung ohne Backen zu einem kühlen, leicht säuerlichen und schnittfesten polnischen Dessert.",,,0,0
anticuchos-de-pollo-peru-usulu,Anticuchos de Pollo,"Anticuchos de pollo, tavuğu acı biber ve sirkeyle marine ederek dumanlı, sulu ve sokak usulü bir Peru şişi çıkarır.",YEMEK,pe,EASY,18,10,28,4,246,Tavuk göğsü 600 gr | Aci biber püresi 1 yemek kaşığı | Sirke 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Tuz 0.75 çay kaşığı,5,1. Tavuğu kuşbaşı doğrayıp marine malzemeleriyle karıştırın. || 2. Şişlere dizin. || 3. Yüksek ateşte toplam 8 dakika pişirin.,3,,"yuksek-protein,30-dakika-alti",Marineyi kısa da olsa bekletmek tadı belirginleştirir.,Sıcak servis edin.,Anticuchos de Pollo,"Anticuchos de Pollo marinates chicken in chile and vinegar for a smoky, juicy Peruvian street skewer.",,,0,0,Anticuchos de Pollo,"Anticuchos de Pollo mariniert Huhn in Chili und Essig zu einem rauchigen, saftigen peruanischen Straßenspieß.",,,0,0
seco-de-res-peru-usulu,Seco de Res,"Seco de res, dana etini kişnişli sosla uzun pişirerek koyu, aromatik ve tok bir Peru yahni tabağı sunar.",YEMEK,pe,MEDIUM,20,45,65,5,318,Dana kuşbaşı 700 gr | Kişniş 0.5 demet | Kuru soğan 1 adet | Sarımsak 2 diş | Su 2 su bardağı | Tuz 1 çay kaşığı,6,1. Soğan ve sarımsağı çevirip eti ekleyin. || 2. Kişnişi çekip suyla birlikte tencereye katın. || 3. Yahniyi 45 dakika pişirin.,3,,"tek-tencere,misafir-sofrasi",Kişnişi sonda eklemek rengini korur.,Sıcak servis edin.,Seco de Res,"Seco de Res slowly cooks beef in a cilantro sauce into a dark, aromatic, and deeply filling Peruvian stew.",,,0,0,Seco de Res,"Seco de Res gart Rindfleisch langsam in Koriandersauce zu einem dunklen, aromatischen und stark sättigenden peruanischen Schmortopf.",,,0,0
tallarin-verdes-peru-usulu,Tallarines Verdes,"Tallarines verdes, fesleğenli yeşil sosu makarnayla buluşturarak kremamsı, otlu ve parlak bir Peru tabak makarnası çıkarır.",YEMEK,pe,EASY,15,12,27,4,328,Spagetti 400 gr | Fesleğen 1 demet | Süt 0.75 su bardağı | Peynir 80 gr | Zeytinyağı 1 yemek kaşığı,5,"1. Makarnayı haşlayın. || 2. Fesleğen, süt, peynir ve yağı çekin. || 3. Sosu makarnayla karıştırıp servis edin.",3,"GLUTEN,SUT","vejetaryen,30-dakika-alti",Sosu makarnaya sıcak ama koyu halde eklemek iyi sonuç verir.,Ilık servis edin.,Tallarines Verdes,"Tallarines Verdes tosses pasta with a basil-green sauce into a creamy, herbal, and bright Peruvian noodle dish.",,,0,0,Tallarines Verdes,"Tallarines Verdes verbindet Pasta mit grüner Basilikumsauce zu einem cremigen, kräutrigen und hellen peruanischen Nudelgericht.",,,0,0
papa-rellena-peru-usulu,Papa Rellena,"Papa rellena, patates püresini kıymalı içle doldurup kızartarak dışı gevrek, içi yumuşak bir Peru atıştırmalığı yapar.",APERATIF,pe,MEDIUM,22,12,34,4,286,Haşlanmış patates 5 adet | Dana kıyma 250 gr | Yumurta 1 adet | Galeta unu 1 su bardağı | Sıvı yağ 1.5 su bardağı,5,"1. Patatesleri ezin, kıymayı tavada pişirin. || 2. Patates harcını kıymayla doldurup kapatın. || 3. Yumurtaya ve galetaya bulayıp 6 dakika kızartın.",3,"GLUTEN,YUMURTA",misafir-sofrasi,Patatesi soğutup şekillendirmek kolaylık sağlar.,Ilık servis edin.,Papa Rellena,Papa Rellena stuffs mashed potato with meat and fries it into a snack with crisp shell and soft center.,,,0,0,Papa Rellena,Papa Rellena füllt Kartoffelpüree mit Fleisch und frittiert es zu einem Snack mit knuspriger Hülle und weicher Mitte.,,,0,0
suspiro-limeno-peru-usulu,Suspiro Limeño,"Suspiro Limeño, sütlü karameli hafif köpükle buluşturarak parlak, yoğun ve ipeksi bir Peru tatlısı kurar.",TATLI,pe,MEDIUM,18,14,32,6,234,Süt 2 su bardağı | Yoğunlaştırılmış süt 1 su bardağı | Yumurta akı 2 adet | Toz şeker 0.5 su bardağı,4,1. Sütleri koyulaşana kadar pişirin. || 2. Yumurta akı ve şekeri köpük olana dek çırpın. || 3. Karameli kupa paylaştırıp köpükle tamamlayın.,3,"SUT,YUMURTA",misafir-sofrasi,Karameli ağır ateşte koyulaştırmak pürüzsüz yapı verir.,Soğuk servis edin.,Suspiro Limeno,"Suspiro Limeno pairs milk caramel with a light foam into a glossy, rich, and silky Peruvian dessert.",,,0,0,Suspiro Limeno,"Suspiro Limeno verbindet Milchkaramell mit leichtem Schaum zu einem glänzenden, dichten und seidigen peruanischen Dessert.",,,0,0
chilcano-peru-usulu,Chilcano,"Chilcano, pisco ve zencefilli gazozu buluşturarak keskin, ferah ve uzun içimli bir Peru kokteyli çıkarır.",KOKTEYL,pe,EASY,5,0,5,1,176,Pisco likörü 50 ml | Zencefilli gazoz 120 ml | Lime suyu 1 yemek kaşığı | Buz 1 su bardağı,4,1. Bardağı buzla doldurun. || 2. Pisco ve lime suyunu ekleyin. || 3. Gazozla tamamlayıp karıştırın.,3,,"alkollu,30-dakika-alti,yaz-tarifi",Bol buz kokteyli daha dengeli tutar.,Çok soğuk servis edin.,Chilcano,"Chilcano combines pisco and ginger soda into a sharp, refreshing, and long-drinking Peruvian cocktail.",,,0,0,Chilcano,"Chilcano verbindet Pisco und Ingwersoda zu einem klaren, erfrischenden und lang trinkbaren peruanischen Cocktail.",,,0,0
fairy-bread-avustralya-usulu,Fairy Bread,"Fairy Bread, tereyağlı ekmeği renkli şekerlemeyle kaplayarak çocuk sofralarına neşeli, gevrek ve çok hızlı bir tatlı lokma bırakır.",ATISTIRMALIK,au,EASY,5,0,5,4,154,Sandviç ekmeği 4 dilim | Tereyağı 30 gr | Renkli şekerleme 3 yemek kaşığı,3,1. Ekmeğe tereyağı sürün. || 2. Şekerlemeyi eşit serpin. || 3. Dilerek servis edin.,3,"GLUTEN,SUT","cocuk-dostu,30-dakika-alti,vejetaryen","Şekerlemeyi ekmek tazeyken değil, tereyağı sürüldükten hemen sonra serpin.",Hemen servis edin.,Fairy Bread,"Fairy Bread tops buttered bread with sprinkles for a cheerful, crisp, and instant Australian sweet snack.",,,0,0,Fairy Bread,"Fairy Bread belegt Butterbrot mit Streuseln zu einem fröhlichen, knusprigen und sofortigen australischen Süßsnack.",,,0,0
barramundi-tava-avustralya-usulu,Barramundi Tava,"Barramundi tava, beyaz etli balığı limon ve tereyağıyla pişirerek temiz, sulu ve hafif bir Avustralya ana tabağı kurar.",YEMEK,au,EASY,10,12,22,4,228,Barramundi fileto 600 gr | Tereyağı 25 gr | Limon 1 adet | Tuz 0.75 çay kaşığı,4,1. Filetoları tuzlayın. || 2. Tereyağında ilk yüzü 4 dakika pişirin. || 3. Diğer yüzünü 4 dakika pişirip limonla servis edin.,3,"DENIZ_URUNLERI,SUT","yuksek-protein,30-dakika-alti",Balığı tavaya derisi kuru gelecek şekilde alın.,Limonla sıcak servis edin.,Pan-Fried Barramundi,"Pan-Fried Barramundi cooks white fish with lemon and butter into a clean, juicy, and light Australian main.",,,0,0,Barramundi aus der Pfanne,"Barramundi aus der Pfanne gart weißen Fisch mit Zitrone und Butter zu einem klaren, saftigen und leichten australischen Hauptgericht.",,,0,0
pumpkin-scone-avustralya-usulu,Pumpkin Scone,"Pumpkin scone, balkabağını unlu hamura katarak yumuşak, hafif tatlı ve çay saati dostu bir Avustralya çöreği çıkarır.",KAHVALTI,au,EASY,14,18,32,6,186,Balkabağı püresi 1 su bardağı | Un 2 su bardağı | Süt 0.5 su bardağı | Tereyağı 40 gr | Kabartma tozu 1 tatlı kaşığı,5,1. Malzemeleri kısa süre toparlayın. || 2. Hamuru kalın açıp dilimleyin. || 3. 190°C fırında 18 dakika pişirin.,3,"GLUTEN,SUT","cocuk-dostu,firinda,vejetaryen",Hamuru fazla yoğurmamak scone yapısını korur.,Ilık servis edin.,Pumpkin Scone,"Pumpkin Scone folds squash into dough for a soft, lightly sweet Australian tea-time bake.",,,0,0,Pumpkin Scone,"Pumpkin Scone hebt Kürbis in den Teig für ein weiches, leicht süßes australisches Teegebäck.",,,0,0
beetroot-burger-avustralya-usulu,Beetroot Burger,"Beetroot burger, köfteyi pancar dilimleriyle birleştirerek sulu, hafif tatlı ve büyük lokmalı bir Avustralya sandviçi yapar.",YEMEK,au,EASY,15,10,25,4,366,Burger ekmeği 4 adet | Dana kıyma 500 gr | Pancar dilimi 8 adet | Marul 4 yaprak | Tuz 0.75 çay kaşığı,5,1. Kıymayı köfte şekline getirip tuzlayın. || 2. Köfteleri toplam 8 dakika pişirin. || 3. Ekmeği marul ve pancarla kapatıp servis edin.,3,GLUTEN,cocuk-dostu,Pancarı çok kalın kesmemek dengeyi korur.,Sıcak servis edin.,Beetroot Burger,"Beetroot Burger pairs a meat patty with beet slices for a juicy, lightly sweet Australian sandwich.",,,0,0,Beetroot Burger,"Beetroot Burger verbindet ein Fleischpatty mit Rote-Bete-Scheiben zu einem saftigen, leicht süßen australischen Sandwich.",,,0,0
golden-gaytime-kup-avustralya-usulu,Golden Gaytime Kup,"Golden Gaytime kup, vanilyalı kremayı bisküvi kırığıyla buluşturarak serin, karamelimsi ve kaşık kaşık yenilen bir tatlı bırakır.",TATLI,au,EASY,12,0,72,4,226,Krema 1 su bardağı | Vanilyalı puding 1 paket | Bisküvi kırığı 1 su bardağı | Karamel sos 3 yemek kaşığı,4,1. Pudingi hazırlayıp soğutun. || 2. Kup içine bisküvi ve kremayı katlayın. || 3. Karamel gezdirip 1 saat soğutun.,3,"GLUTEN,SUT",misafir-sofrasi,Kupları en az 1 saat soğutmak kıvamı tutar.,Soğuk servis edin.,Golden Gaytime Cups,Golden Gaytime Cups layer vanilla cream with biscuit crumbs into a cool dessert with caramel notes.,,,0,0,Golden-Gaytime-Becher,Golden-Gaytime-Becher schichten Vanillecreme mit Keksbröseln zu einem kühlen Dessert mit Karamellnote.,,,0,0
lemon-slice-avustralya-usulu,Lemon Slice,"Lemon slice, bisküvili tabanı limonlu üst katla tamamlayarak keskin, serin ve kare dilimlenen bir Avustralya tatlısı sunar.",TATLI,au,EASY,15,10,85,8,198,Bisküvi kırığı 2 su bardağı | Tereyağı 60 gr | Yoğunlaştırılmış süt 1 su bardağı | Limon suyu 0.5 su bardağı,4,1. Bisküvi ve tereyağıyla tabanı hazırlayın. || 2. Süt ve limon suyunu çırpıp üstüne yayın. || 3. 10 dakika pişirip soğutun.,3,"GLUTEN,SUT",misafir-sofrasi,Tam soğutmadan kesmemek düzgün dilim verir.,Soğuk servis edin.,Lemon Slice,Lemon Slice tops a biscuit base with a sharp lemon layer for a cool Australian tray dessert cut into neat squares.,,,0,0,Lemon Slice,Lemon Slice setzt auf einen Keksboden eine klare Zitronenschicht und ergibt ein kühles australisches Blechdessert in sauberen Quadraten.,,,0,0
kalops-isvec-usulu,Kalops,"Kalops, dana etini baharatlı et suyunda uzun pişirerek yumuşak, koyu ve kışlık bir İskandinav yahni çıkarır.",YEMEK,se,MEDIUM,16,50,66,5,304,Dana kuşbaşı 700 gr | Kuru soğan 2 adet | Et suyu 2 su bardağı | Karabiber 0.5 çay kaşığı | Tuz 1 çay kaşığı,5,1. Eti ve soğanı tencereye alın. || 2. Baharatları ve et suyunu ekleyin. || 3. Yahniyi 50 dakika pişirin.,3,,"tek-tencere,kis-tarifi",Eti küçük eşit küpler halinde kesmek faydalıdır.,Sıcak servis edin.,Kalops,"Kalops slowly cooks beef in spiced stock into a soft, dark, and winter-ready Scandinavian stew.",,,0,0,Kalops,"Kalops gart Rindfleisch langsam in gewürzter Brühe zu einem weichen, dunklen und winterlichen skandinavischen Schmortopf.",,,0,0
dillstuvad-potatis-isvec-usulu,Dillstuvad Potatis,"Dillstuvad potatis, haşlanmış patatesi dereotlu kremayla buluşturarak yumuşak, sütlü ve sade bir İskandinav yan yemek sunar.",YEMEK,se,EASY,10,15,25,4,176,Patates 5 adet | Krema 1 su bardağı | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,4,1. Patatesleri haşlayıp iri dilimleyin. || 2. Kremayı ısıtın. || 3. Patates ve dereotunu katıp servis edin.,3,SUT,"vejetaryen,30-dakika-alti",Dereotunu sonda eklemek kokuyu canlı tutar.,Ilık servis edin.,Dillstuvad Potatis,"Dillstuvad Potatis coats boiled potatoes in a dill cream for a soft, milky, and plain Scandinavian side.",,,0,0,Dillstuvad Potatis,"Dillstuvad Potatis umhüllt gekochte Kartoffeln mit Dillcreme zu einer weichen, milchigen und schlichten skandinavischen Beilage.",,,0,0
tunnbrod-rulo-isvec-usulu,Tunnbröd Rulo,"Tunnbröd rulo, ince ekmeği krem peynir ve somonla sararak serin, tuzlu ve hafif dumanlı bir İskandinav kahvaltısı yapar.",KAHVALTI,se,EASY,10,0,10,4,198,Tunnbröd 4 adet | Krem peynir 150 gr | Füme somon 150 gr | Dereotu 0.25 demet,4,1. Ekmeğe krem peynir sürün. || 2. Somon ve dereotunu yerleştirin. || 3. Rulo yapıp dilimleyin.,3,"GLUTEN,SUT,DENIZ_URUNLERI","30-dakika-alti,misafir-sofrasi",Ekmeği çok sıkı sarmamak kesmeyi kolaylaştırır.,Soğuk servis edin.,Tunnbrod Roll,Tunnbrod Roll wraps thin bread with cream cheese and salmon into a cool Scandinavian breakfast with smoky saltiness.,,,0,0,Tunnbrod-Rolle,Tunnbrod-Rolle wickelt dünnes Brot mit Frischkäse und Lachs zu einem kühlen skandinavischen Frühstück mit rauchiger Salzigkeit.,,,0,0
rarakor-soslu-patates-isvec-usulu,Rårakor,"Rårakor, rendelenmiş patatesi tavada kızartarak dışı çıtır, içi yumuşak bir İskandinav patates keki çıkarır.",ATISTIRMALIK,se,EASY,12,10,22,4,186,Patates 4 adet | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,3,1. Patatesleri rendeleyip suyunu sıkın. || 2. Yağlı tavaya yayın. || 3. İki yüzünü toplam 8 dakika pişirin.,3,,"30-dakika-alti,vejetaryen",Patates suyunu sıkmak çıtırlığı artırır.,Ilık servis edin.,Rarakor,Rarakor fries grated potato into a Scandinavian cake with crisp crust and soft center.,,,0,0,Rarakor,Rarakor brät geriebene Kartoffel zu einem skandinavischen Kuchen mit knuspriger Kruste und weicher Mitte.,,,0,0
nyponsoppa-parfe-isvec-usulu,Nyponsoppa Parfe,"Nyponsoppa parfe, kuşburnu çorbasını kremayla dondurarak meyvemsi, serin ve yumuşak bir İskandinav tatlısı yapar.",TATLI,se,EASY,15,0,135,6,206,Kuşburnu püresi 1 su bardağı | Krema 1 su bardağı | Toz şeker 0.25 su bardağı,3,1. Krema ve şekeri çırpın. || 2. Kuşburnu püresini ekleyin. || 3. Karışımı 2 saat dondurun.,3,SUT,misafir-sofrasi,Parfeyi tam donmadan önce kısa karıştırmak buzlanmayı azaltır.,Soğuk servis edin.,Nyponsoppa Parfait,"Nyponsoppa Parfait freezes rosehip soup with cream into a fruity, cool, and soft Scandinavian dessert.",,,0,0,Nyponsoppa-Parfait,"Nyponsoppa-Parfait friert Hagebuttensuppe mit Sahne zu einem fruchtigen, kühlen und weichen skandinavischen Dessert.",,,0,0
ostsmorgas-isvec-usulu,Ostsmörgås,"Ostsmörgås, kızarmış ekmeği peynirle buluşturarak sade, tuzlu ve sıcak bir İskandinav kahvaltısı kurar.",KAHVALTI,se,EASY,6,4,10,2,224,Ekmek dilimi 2 adet | Peynir 80 gr | Tereyağı 10 gr,3,1. Ekmeğe tereyağı sürün. || 2. Peyniri üzerine yerleştirin. || 3. Tostlayıp servis edin.,3,"GLUTEN,SUT","30-dakika-alti,vejetaryen",Ekmeği çok kurutmamak iç yumuşaklık bırakır.,Sıcak servis edin.,Ostsmorgas,"Ostsmorgas joins toasted bread and cheese into a plain, salty, and warm Scandinavian breakfast.",,,0,0,Ostsmorgas,"Ostsmorgas verbindet geröstetes Brot und Käse zu einem schlichten, salzigen und warmen skandinavischen Frühstück.",,,0,0
paprikas-csirke-macar-usulu,Paprikás Csirke,"Paprikás csirke, tavuğu paprika ve krema sosunda pişirerek yumuşak, kırmızı ve tok bir Macar klasiği sunar.",YEMEK,hu,EASY,16,28,44,4,286,Tavuk but 600 gr | Tatlı paprika 1 yemek kaşığı | Krema 1 su bardağı | Kuru soğan 1 adet | Tuz 0.75 çay kaşığı,5,1. Soğanı çevirip tavukları ekleyin. || 2. Paprika ve su ekleyip pişirin. || 3. Kremayı katıp 8 dakika daha pişirin.,3,SUT,tek-tencere,Paprikayı yakmadan çevirmek rengini korur.,Sıcak servis edin.,Paprikas Csirke,"Paprikas Csirke cooks chicken in paprika cream sauce into a soft, red, and hearty Hungarian classic.",,,0,0,Paprikas Csirke,"Paprikas Csirke gart Huhn in Paprika-Sahnesauce zu einem weichen, roten und kräftigen ungarischen Klassiker.",,,0,0
rakott-karfiol-macar-usulu,Rakott Karfiol,"Rakott karfiol, karnabaharı yoğurtlu katmanlarla fırınlayarak yumuşak, sütlü ve hafif ekşi bir Macar fırın yemeği yapar.",YEMEK,hu,EASY,18,25,43,5,198,Karnabahar 1 adet | Yoğurt 1.5 su bardağı | Yumurta 1 adet | Peynir 80 gr | Tuz 0.5 çay kaşığı,5,1. Karnabaharı 6 dakika haşlayın. || 2. Yoğurt ve yumurtayı çırpın. || 3. Kat kat yerleştirip 25 dakika pişirin.,3,"SUT,YUMURTA","vejetaryen,firinda",Karnabaharı fazla haşlamamak fırında dağılmasını önler.,Ilık servis edin.,Rakott Karfiol,"Rakott Karfiol bakes cauliflower in yogurt layers into a soft, milky, and lightly tangy Hungarian dish.",,,0,0,Rakott Karfiol,"Rakott Karfiol bäckt Blumenkohl in Joghurt-Schichten zu einem weichen, milchigen und leicht säuerlichen ungarischen Ofengericht.",,,0,0
turos-gomboc-macar-usulu,Túrós Gombóc,"Túrós gombóc, lorlu hamuru galeta içinde yuvarlayarak yumuşak, sütlü ve tatlı bir Macar lokması çıkarır.",TATLI,hu,MEDIUM,18,10,28,5,228,Lor peyniri 300 gr | Yumurta 1 adet | Galeta unu 1 su bardağı | Toz şeker 0.25 su bardağı,4,"1. Lor, yumurta ve yarım bardak galetayı karıştırın. || 2. Toplar yapıp 4 dakika haşlayın. || 3. Kalan galetaya bulayıp servis edin.",3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Hamuru kısa soğutmak şekli korur.,Ilık servis edin.,Turos Gomboc,"Turos Gomboc rolls a curd dough in crumbs into a soft, milky, and sweet Hungarian dumpling.",,,0,0,Turos Gomboc,"Turos Gomboc rollt einen Lor-Teig in Bröseln zu einem weichen, milchigen und süßen ungarischen Kloß.",,,0,0
meggyes-makos-retes-macar-usulu,Meggyes Mákos Rétes,"Meggyes mákos rétes, vişne ve haşhaşı ince yufkada buluşturarak ekşi, çıtır ve kat kat bir Macar tatlısı yapar.",TATLI,hu,MEDIUM,16,24,40,6,218,Yufka 3 adet | Vişne 2 su bardağı | Haşhaş 0.5 su bardağı | Toz şeker 0.25 su bardağı | Zeytinyağı 2 yemek kaşığı,5,"1. Vişne, haşhaş ve şekeri karıştırın. || 2. Harci yufkaya sarın. || 3. 190°C fırında 24 dakika pişirin.",3,GLUTEN,misafir-sofrasi,İç harcı kuru tutmak ruloyu korur.,Ilık servis edin.,Meggyes Makos Retes,"Meggyes Makos Retes wraps cherry and poppy seed in thin pastry for a tart, crisp, and layered Hungarian sweet.",,,0,0,Meggyes Makos Retes,"Meggyes Makos Retes hüllt Kirsche und Mohn in dünnen Teig zu einer säuerlichen, knusprigen und geschichteten ungarischen Süßigkeit.",,,0,0
frankfurti-leves-macar-usulu,Frankfurti Leves,"Frankfurti leves, sosis ve lahanayı paprika ile kaynatarak sıcak, hafif yoğun ve günlük bir Macar çorbası çıkarır.",CORBA,hu,EASY,12,20,32,4,196,Dana sosis 250 gr | Lahana 250 gr | Tatlı paprika 1 tatlı kaşığı | Krema 0.5 su bardağı | Su 4 su bardağı,5,1. Lahana ve sosisi tencereye alın. || 2. Su ekleyip 15 dakika kaynatın. || 3. Paprika ve kremayı ekleyip 5 dakika daha pişirin.,3,SUT,"kis-tarifi,30-dakika-alti",Paprikayı sonradan eklemek acılaşmayı önler.,Sıcak servis edin.,Frankfurti Leves,"Frankfurti Leves simmers sausage and cabbage with paprika into a warm, lightly dense, everyday Hungarian soup.",,,0,0,Frankfurti Leves,"Frankfurti Leves kocht Wurst und Kohl mit Paprika zu einer warmen, leicht dichten ungarischen Alltagssuppe.",,,0,0
kapros-zoldbabfozelek-macar-usulu,Kapros Zöldbabfőzelék,"Kapros zöldbabfőzelék, taze fasulyeyi dereotlu sosla pişirerek yumuşak, sütlü ve sade bir Macar sebze yemeği sunar.",YEMEK,hu,EASY,12,18,30,4,142,Taze fasulye 500 gr | Krema 0.75 su bardağı | Dereotu 0.25 demet | Un 1 yemek kaşığı | Tuz 0.5 çay kaşığı,5,1. Fasulyeyi doğrayıp 12 dakika haşlayın. || 2. Krema ve unu çırpın. || 3. Sosu ve dereotunu fasulyeye ekleyip kısa pişirin.,3,SUT,"vejetaryen,30-dakika-alti",Dereotunu sonda eklemek aromayı korur.,Ilık servis edin.,Kapros Zoldbabfozelek,"Kapros Zoldbabfozelek cooks green beans in a dill sauce into a soft, milky, and plain Hungarian vegetable dish.",,,0,0,Kapros Zoldbabfozelek,"Kapros Zoldbabfozelek gart grüne Bohnen in Dillsauce zu einem weichen, milchigen und schlichten ungarischen Gemüsegericht.",,,0,0
rassolnik-rus-usulu,Rassolnik,"Rassolnik, arpa ve salatalık turşusunu aynı tencerede kaynatarak ekşi, sıcak ve doyurucu bir Rus çorbası çıkarır.",CORBA,ru,EASY,14,28,42,4,164,Arpa 0.5 su bardağı | Salatalık turşusu 3 adet | Kuru soğan 1 adet | Su 4 su bardağı | Tuz 0.75 çay kaşığı,5,1. Arpayı yıkayıp tencereye alın. || 2. Soğan ve suyu ekleyip 20 dakika kaynatın. || 3. Doğranmış turşuyu katıp 8 dakika daha pişirin.,3,GLUTEN,"kis-tarifi,tek-tencere",Turşuyu sonda eklemek tadı canlı tutar.,Sıcak servis edin.,Rassolnik,"Rassolnik simmers barley and pickles into a tangy, hot, and filling Russian soup.",,,0,0,Rassolnik,"Rassolnik kocht Gerste und Pickles zu einer säuerlichen, heißen und sättigenden russischen Suppe.",,,0,0
tvorog-zapekanka-rus-usulu,Tvorog Zapekanka,"Tvorog zapekanka, lorlu harcı fırınlayarak sütlü, yumuşak ve dilimlenen bir Rus kahvaltı keki hazırlar.",TATLI,ru,EASY,14,28,42,6,214,Tvorog 400 gr | Yumurta 2 adet | Toz şeker 0.5 su bardağı | İrmik 0.25 su bardağı,4,1. Malzemeleri karıştırın. || 2. Harci kalıba yayın. || 3. 190°C fırında 28 dakika pişirin.,3,"GLUTEN,SUT,YUMURTA","vejetaryen,firinda",Harcı çok çırpmamak yoğun dokuyu korur.,Ilık servis edin.,Tvorog Zapekanka,"Tvorog Zapekanka bakes a curd mixture into a milky, soft, and sliceable Russian breakfast cake.",,,0,0,Tvorog Zapekanka,"Tvorog Zapekanka bäckt eine Quarkmasse zu einem milchigen, weichen und schnittfesten russischen Frühstückskuchen.",,,0,0
grechka-mantar-kofte-rus-usulu,Greçka Mantar Köftesi,"Greçka mantar köftesi, karabuğday ve mantarı bir araya getirerek dışı hafif kızaran, içi yumuşak bir Rus lokması çıkarır.",ATISTIRMALIK,ru,EASY,18,10,28,4,188,Karabuğday 1 su bardağı | Mantar 250 gr | Kuru soğan 1 adet | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,5,1. Karabuğdayı haşlayın. || 2. Mantarı ve soğanı soteleyip karabuğdayla ezin. || 3. Köfte şekli verip tavada 6 dakika pişirin.,3,,"vegan,30-dakika-alti",Harcı kısa dinlendirmek şekil almasını kolaylaştırır.,Ilık servis edin.,Buckwheat Mushroom Patties,These Russian patties combine buckwheat and mushrooms into a bite with browned edges and a soft center.,,,0,0,Buchweizen-Pilz-Küchlein,Diese russischen Küchlein verbinden Buchweizen und Pilze zu einem Bissen mit gebräuntem Rand und weicher Mitte.,,,0,0
syrniki-yaban-mersin-soslu-rus-usulu,Yaban Mersin Soslu Syrniki,"Yaban mersin soslu syrniki, lorlu küçük pankekleri meyve sosuyla buluşturarak sütlü, yumuşak ve tatlı-ekşi bir Rus kahvaltısı kurar.",KAHVALTI,ru,EASY,14,10,24,4,232,Lor peyniri 300 gr | Yumurta 1 adet | Un 0.5 su bardağı | Yaban mersini 1 su bardağı | Toz şeker 2 yemek kaşığı,5,"1. Lor, yumurta ve unu karıştırın. || 2. Küçük pankekler yapıp tavada pişirin. || 3. Mersini şekerle kısa kaynatıp üstüne dökün.",3,"SUT,YUMURTA,GLUTEN","vejetaryen,30-dakika-alti",Tavayı çok kızdırmamak iç kısmı kurutmaz.,Ilık servis edin.,Syrniki with Blueberry Sauce,"Syrniki with blueberry sauce serves small curd pancakes in a milky, soft, and sweet-tart Russian breakfast.",,,0,0,Syrniki mit Blaubeersauce,"Syrniki mit Blaubeersauce bringt kleine Quarkpfannkuchen in ein milchiges, weiches und süß-säuerliches russisches Frühstück.",,,0,0
